Brand,Model Name,Model Image,Technology,2G bands,3G bands,Speed,Announced,Status,Dimensions,Weight,Keyboard,SIM,Type,Size,Resolution,,OS,CPU,Card slot,Internal,Single,Video,Single_1,Video_1,Loudspeaker,3.5mm jack,WLAN,Bluetooth,GPS,Radio,USB,Sensors,Browser,_1,Type_1,Stand-by,Talk time,Colors,Price,Chipset,GPU,Features,Alert types,_1_1,GPRS,EDGE,Infrared port,Languages,Phonebook,Call records,Messaging,Games,Java,4G bands,Music play,NFC,Build,Quad,Dual,Features_1,Charging,Models,Performance,Display,Camera,Loudspeaker_1,Battery life,Triple,Protection,128GB 4GB RAM,SAR,64GB 4GB RAM,Dual_1,SAR EU,Clock,Alarm,Audio quality,5G bands,128GB 8GB RAM,128GB 12GB RAM,256GB 12GB RAM,128GB 6GB RAM
lenovo,Lenovo A6 Note,https://fdn2.gsmarena.com/vv/bigpic/lenovo-a6-note-.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 900 / 1900 / 2100,"HSPA 42.2/5.76 Mbps, LTE-A","2019, September","Available. Released 2019, September",154.7 x 72.9 x 9.2 mm (6.09 x 2.87 x 0.36 in),172 g (6.07 oz),,"Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","6.09 inches, 91.0 cm2 (~80.7% screen-to-body ratio)","720 x 1560 pixels, 19.5:9 ratio (~282 ppi density)",eMMC 5.1,Android 9.0 (Pie),Octa-core 2.0 GHz Cortex-A53,microSDXC (dedicated slot),"16GB 2GB RAM, 32GB 3GB RAM","5 MP, 1/5"", 1.12µm",1080p@30fps,,,Yes,Yes,"Wi-Fi 802.11 b/g/n, hotspot","5.0, A2DP, LE","Yes, with A-GPS, GLONASS, GALILEO",FM radio,microUSB 2.0,"Fingerprint (rear-mounted), accelerometer, proximity",,,"Li-Po 4000 mAh, non-removable",,,"Black, Blue",About 100 EUR,Mediatek MT6762 Helio P22 (12 nm),PowerVR GE8320,"LED flash, panorama, HDR",,,,,,,,,,,,"1, 2, 3, 5, 7, 8, 20, 38, 40, 41",,,,,"13 MP, f/2.0, 1/3.1"", 1.12µm, AF 2 MP, f/2.4, (depth)",,Charging 10W,"PAGK0027IN, PAGK0027, L19041",,,,,,,,,,,,,,,,,,,,
lenovo,Lenovo Tab M8 (FHD),https://fdn2.gsmarena.com/vv/bigpic/lenovo-tab-m8-HD.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900,HSDPA 850 / 900 / 1900 / 2100,"HSPA 42.2/5.76 Mbps, LTE","2019, September","Available. Released 2019, October",198.2 x 122.6 x 8.2 mm (7.80 x 4.83 x 0.32 in),305 g (10.76 oz),,Nano-SIM,"IPS LCD capacitive touchscreen, 16M colors","8.0 inches, 185.6 cm2 (~76.4% screen-to-body ratio)","1200 x 1920 pixels, 16:10 ratio (~283 ppi density)","1, 3, 5, 7, 8, 19, 34, 38, 39, 40, 41",Android 9.0 (Pie),Octa-core 2.3 GHz Cortex-A53,microSDXC (dedicated slot),"16GB 2GB RAM, 32GB 3GB RAM","13 MP, AF",1080p,5 MP,1080p,Yes,Yes,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot","5.0, A2DP, LE","Yes, with A-GPS, GLONASS, BDS",FM radio,"microUSB 2.0, USB On-The-Go","Accelerometer, proximity",,350 nits typ. brightness (advertised),"Li-Po 5100 mAh, non-removable",,,"Iron Grey, Platinum Grey",About 160 EUR,Mediatek MT6762 Helio P22T (12 nm),PowerVR GE8320,LED flash,,eMMC 5.1,,,,,,,,,,"1, 2, 3, 4, 5, 7, 8, 19, 20, 38, 40",,,"Glass front, aluminum back, aluminum frame",,,,,,,,,,,,,,,,,,,,,,,,,
lenovo,Lenovo Tab M8 (HD),https://fdn2.gsmarena.com/vv/bigpic/lenovo-tab-m8-HD.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900,HSDPA 850 / 900 / 1900 / 2100,"HSPA 42.2/5.76 Mbps, LTE","2019, September","Available. Released 2019, October",199.1 x 121.8 x 8.2 mm (7.84 x 4.80 x 0.32 in),305 g (10.76 oz),,Nano-SIM,"IPS LCD capacitive touchscreen, 16M colors","8.0 inches, 185.6 cm2 (~76.5% screen-to-body ratio)","800 x 1280 pixels, 16:10 ratio (~189 ppi density)","1, 3, 5, 7, 8, 19, 34, 38, 39, 40, 41",Android 9.0 (Pie),Quad-core 2.0 GHz Cortex-A53,microSDXC (dedicated slot),"16GB 2GB RAM, 32GB 3GB RAM","5 MP, AF",1080p,2 MP,720p,Yes,Yes,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot","5.0, A2DP, LE","Yes, with A-GPS, GLONASS, BDS",FM radio,"microUSB 2.0, USB On-The-Go","Accelerometer, proximity",,eMMC 5.1,"Li-Po 5000 mAh, non-removable",,,"Iron Grey, Platinum Grey",About 140 EUR,Mediatek MT6761 Helio A22 (12 nm),PowerVR GE8320,,,,,,,,,,,,,"1, 2, 3, 4, 5, 7, 8, 19, 20, 38, 40",,,"Glass front, aluminum back, aluminum frame",,,,,TB-8505X,,,,,,,,,,,,,,,,,,,,
lenovo,Lenovo Tab M7,https://fdn2.gsmarena.com/vv/bigpic/lenovo-tab-m7.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900,HSDPA 850 / 900 / 1900 / 2100,"HSPA 42.2/5.76 Mbps, LTE","2019, September","Available. Released 2019, October",176.3 x 102.9 x 8.3 mm (6.94 x 4.05 x 0.33 in),236 g (8.32 oz),,Nano-SIM,"IPS LCD capacitive touchscreen, 16M colors","7.0 inches, 137.9 cm2 (~76.0% screen-to-body ratio)","600 x 1024 pixels, 16:9 ratio (~170 ppi density)",,"Android 9.0 (Pie) - 2GB RAM, Android 9.0 Pie (Go edition) - 1GB RAM",Quad-core 1.3 GHz,microSDXC (dedicated slot),"8GB 1GB RAM, 16GB 1GB RAM, 32GB 2GB RAM",2 MP,720p,2 MP,720p,Yes,Yes,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot","4.2, A2DP, LE","Yes, with A-GPS, GLONASS",FM radio,microUSB 2.0,Accelerometer,,,"Li-Po 3590 mAh, non-removable",,,"Iron Grey, Platinum Grey, Onyx Black",About 100 EUR,Mediatek MT8321 (28 nm) - Wi-FiMediatek MT8765B - Wi-Fi/LTE,Mali-400,,,,,,,,,,,,,"1, 3, 4, 7, 8, 20",,,"Glass front, aluminum back, aluminum frame",,,,,,,,,,,,,,,,,,,,,,,,,
lenovo,Lenovo Z6,https://fdn2.gsmarena.com/vv/bigpic/lenovo-z6.jpg,GSM / CDMA / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 900 / 1900 / 2100,"HSPA 42.2/5.76 Mbps, LTE-A","2019, July 04","Available. Released 2019, July 09",157 x 74.5 x 8 mm (6.18 x 2.93 x 0.31 in),159 g (5.61 oz),,"Hybrid Dual SIM (Nano-SIM, dual stand-by)","Super AMOLED capacitive touchscreen, 16M colors","6.39 inches, 100.2 cm2 (~85.7% screen-to-body ratio)","1080 x 2340 pixels, 19.5:9 ratio (~403 ppi density)",CDMA 800 & TD-SCDMA,"Android 9.0 (Pie), ZUI 11",Octa-core (2x2.2 GHz Kryo 470 Gold & 6x1.8 GHz Kryo 470 Silver),microSDXC (uses shared SIM slot),"64GB 6GB RAM, 128GB 6GB RAM, 128GB 8GB RAM","16 MP, f/2.0, 26mm (wide), 1/3.06"", 1.0µm","4K@30fps, 1080p@30fps",,1080p@30fps,Yes,Yes,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot","5.0, A2DP, EDR, LE, aptX HD","Yes, with A-GPS, GLONASS, BDS",No,"2.0, Type-C 1.0 reversible connector, USB On-The-Go","Fingerprint (under display, optical), accelerometer, proximity, compass",,HDR10 120Hz refresh rate,"Li-Po 4000 mAh, non-removable",,,Blue,About 250 EUR,Qualcomm SDM730 Snapdragon 730 (8 nm),Adreno 618,"Dual-LED flash, panorama, HDR",,UFS 2.1,,,,,,,,,,"1, 2, 3, 5, 7, 8, 20, 34, 38, 39, 40, 41",,,"Glass front (Gorilla Glass), glass back, aluminum frame",,,HDR,Fast charging 15W,L78121,,,,,,"24 MP, f/1.8, (wide), 1/2.8"", 0.9µm, PDAF 8 MP, f/2.4, (telephoto), PDAF, 2x optical zoom 5 MP, f/2.2, (depth)",Corning Gorilla Glass (unspecified),,,,,,,,,,,,,
lenovo,Lenovo Z6 Pro 5G,https://fdn2.gsmarena.com/vv/bigpic/lenovo-z6-pro.jpg,GSM / CDMA / HSPA / LTE / 5G,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 900 / 1900 / 2100,"HSPA 42.2/5.76 Mbps, LTE-A (5CA) Cat18 1200/150 Mbps, 5G (2+ Gbps DL)","2019, June 26","Available. Released 2019, November 15",157.5 x 74.6 x 8.7 mm (6.20 x 2.94 x 0.34 in),185 g (6.53 oz),,"Hybrid Dual SIM (Nano-SIM, dual stand-by)","Super AMOLED capacitive touchscreen, 16M colors","6.39 inches, 100.2 cm2 (~85.3% screen-to-body ratio)","1080 x 2340 pixels, 19.5:9 ratio (~403 ppi density)",CDMA 800 & TD-SCDMA,"Android 9.0 (Pie), ZUI 11",Octa-core (1x2.84 GHz Kryo 485 & 3x2.42 GHz Kryo 485 & 4x1.78 GHz Kryo 485),microSDXC (uses shared SIM slot),"128GB 6GB RAM, 128GB 8GB RAM, 256GB 8GB RAM, 512GB 12GB RAM","32 MP, f/2.0, 26mm (wide), 1/2.8"", 0.8µm","4K@30fps, 1080p@120fps, gyro-EIS",,1080p@30fps,Yes,Yes,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot","5.0, A2DP, EDR, LE, aptX HD","Yes, with A-GPS, GLONASS, BDS",No,"2.0, Type-C 1.0 reversible connector, USB On-The-Go","Fingerprint (under display, optical), accelerometer, gyro, proximity, compass",,HDR10,"Li-Po 4000 mAh, non-removable",,,"Red, Blue",About 400 EUR,Qualcomm SM8150 Snapdragon 855 (7 nm),Adreno 640,"Dual-LED flash, panorama, HDR",,UFS 2.1,,,,,,,,,,"1, 3, 5, 7, 8, 20, 34, 38, 39, 40, 41",,Yes,,"48 MP, f/1.8, (wide), 1/2.0"", 0.8µm, PDAF 8 MP, f/2.4, (telephoto), PDAF 16 MP, f/2.2, 12mm (ultrawide) 2 MP, f/1.8, 2.9µm, PDAF, OIS (dedicated video camera) TOF 3D, (depth)",,HDR,Fast charging 18W,,,,,,,,,,,,,,,,,"41, 78 NSA/Sub6",,,,
lenovo,Lenovo Z6 Youth,https://fdn2.gsmarena.com/vv/bigpic/lenovo-z6-youth.jpg,GSM / CDMA / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 900 / 1900 / 2100,"HSPA 42.2/5.76 Mbps, LTE-A","2019, May","Available. Released 2019, May",156.6 x 74.3 x 7.9 mm (6.17 x 2.93 x 0.31 in),164 g (5.78 oz),,"Hybrid Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","6.3 inches, 97.4 cm2 (~83.7% screen-to-body ratio)","1080 x 2340 pixels, 19.5:9 ratio (~409 ppi density)",CDMA 800 & TD-SCDMA,"Android 9.0 (Pie), ZUI 11",Octa-core (2x2.2 GHz Kryo 360 Gold & 6x1.7 GHz Kryo 360 Silver),microSDXC (uses shared SIM slot),"64GB 4GB RAM, 128GB 6GB RAM","16 MP, f/2.0, 26mm (wide), 1/3.06"", 1.0µm",1080p@30fps,,1080p@30fps,Yes,Yes,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot","5.0, A2DP, LE","Yes, with A-GPS",FM radio,"2.0, Type-C 1.0 reversible connector","Fingerprint (rear-mounted), accelerometer, proximity, compass",,HDR10,"Li-Po 4050 mAh, non-removable",,,"Red, Green",About 160 EUR,Qualcomm SDM710 Snapdragon 710 (10 nm),Adreno 616,"Dual-LED dual-tone flash, panorama, HDR",,,,,,,,,,,,"1, 2, 3, 5, 7, 8, 20, 34, 38, 39, 40, 41",,Yes,"Glass front, plastic back, plastic frame",,,HDR,Fast charging 15W,L38111,,,,,,"16 MP, f/1.8, PDAF 8 MP, f/2.4, (telephoto), PDAF, 2x optical zoom 5 MP, f/2.2, (wide)",,,,,,,,,,,,,,
lenovo,Lenovo Z6 Pro,https://fdn2.gsmarena.com/vv/bigpic/lenovo-z6-pro.jpg,GSM / CDMA / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 900 / 1900 / 2100,"HSPA 42.2/5.76 Mbps, LTE-A (5CA) Cat18 1200/150 Mbps","2019, April 23","Available. Released 2019, April 23",157.5 x 74.6 x 8.7 mm (6.20 x 2.94 x 0.34 in),185 g (6.53 oz),,"Hybrid Dual SIM (Nano-SIM, dual stand-by)","Super AMOLED capacitive touchscreen, 16M colors","6.39 inches, 100.2 cm2 (~85.3% screen-to-body ratio)","1080 x 2340 pixels, 19.5:9 ratio (~403 ppi density)",CDMA 800 & TD-SCDMA,"Android 9.0 (Pie), ZUI 11.1",Octa-core (1x2.84 GHz Kryo 485 & 3x2.42 GHz Kryo 485 & 4x1.78 GHz Kryo 485),microSDXC (uses shared SIM slot),"128GB 6GB RAM, 128GB 8GB RAM, 256GB 8GB RAM, 512GB 12GB RAM","32 MP, f/2.0, 26mm (wide), 1/2.8"", 0.8µm","4K@30fps, 1080p@30/120fps, gyro-EIS",,1080p@30fps,Yes,Yes,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot","5.0, A2DP, EDR, LE, aptX HD","Yes, with A-GPS, GLONASS, BDS",FM radio,"2.0, Type-C 1.0 reversible connector, USB On-The-Go","Fingerprint (under display, optical), accelerometer, gyro, proximity, compass",,HDR10,"Li-Po 4000 mAh, non-removable",,,"Red, Blue/Green",£ 439.90,Qualcomm SM8150 Snapdragon 855 (7 nm),Adreno 640,"Dual-LED flash, panorama, HDR",,eMMC 5.1,,,,,,,,,,"1, 3, 5, 7, 8, 20, 34, 38, 39, 40, 41",,,"Glass front, glass back, aluminum frame","48 MP, f/1.8, 28mm (wide), 1/2.0"", 0.8µm, PDAF 8 MP, f/2.4, (telephoto), PDAF 16 MP, f/2.2, 12mm (ultrawide), AF 2 MP, f/1.8, 2.9µm, PDAF, OIS (dedicated video camera) TOF 3D, (depth)",,HDR,Fast charging 18W,L78051,AnTuTu: 357672 (v7)GeekBench: 11155 (v4.4)GFXBench: 36fps (ES 3.1 onscreen),Contrast ratio: Infinite (nominal),Photo / Video,Voice 66dB / Noise 74dB / Ring 90dB,Endurance rating 100h,,,,,,,,,,Noise -96.3dB / Crosstalk -97.0dB,,£ 439.90,,,
lenovo,Lenovo K6 Enjoy,https://fdn2.gsmarena.com/vv/bigpic/lenovo-k6-enjoy.jpg,GSM / CDMA / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 900 / 1900 / 2100,"HSPA 42.2/5.76 Mbps, LTE-A","2019, April","Available. Released 2019, April",156.4 x 75 x 8 mm (6.16 x 2.95 x 0.31 in),161 g (5.68 oz),,"Hybrid Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","6.22 inches, 96.6 cm2 (~82.3% screen-to-body ratio)","720 x 1520 pixels, 19:9 ratio (~270 ppi density)",CDMA 800 & TD-SCDMA,Android 9.0 (Pie),Octa-core 2.0 GHz Cortex-A53,microSDXC (uses shared SIM slot),"64GB 4GB RAM, 128GB 4GB RAM",8 MP,1080p@30fps,,1080p@30fps,Yes,Yes,"Wi-Fi 802.11 b/g/n/ac, dual-band, Wi-Fi Direct, hotspot","5.0, A2DP, LE","Yes, with A-GPS",FM radio,"2.0, Type-C 1.0 reversible connector","Fingerprint (rear-mounted), accelerometer, proximity",,eMMC 5.1,"Li-Ion 3300 mAh, non-removable",,,"Blue, Black",About 190 EUR,Mediatek MT6762 Helio P22 (12 nm),PowerVR GE8320,"Dual-LED flash, HDR, panorama",,,,,,,,,,,,"1, 2, 3, 5, 7, 8, 20, 34, 38, 39, 40, 41",,,,,,HDR,Charging 10W,L38082,,,,,,"12 MP, PDAF 8 MP 5 MP, f/2.4, (depth)",,,,,,,,,,,,,,
lenovo,Lenovo Tab V7,https://fdn2.gsmarena.com/vv/bigpic/lenovo-tab-v7.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 900 / 1800 / 1900 / 2100,"HSPA 42.2/5.76 Mbps, LTE-A","2019, February","Available. Released 2019, April",177.9 x 86.5 x 7.9 mm (7.00 x 3.41 x 0.31 in),195 g (6.88 oz),,"Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","6.95 inches, 122.5 cm2 (~79.6% screen-to-body ratio)","1080 x 2160 pixels, 18:9 ratio (~350 ppi density)",eMMC 5.1,Android 9.0 (Pie),Octa-core 1.8 GHz Cortex-A53,microSDXC (dedicated slot),"64GB 3GB RAM, 64GB 4GB RAM","13 MP, AF",1080p@30fps,5 MP,,"Yes, with stereo speakers",Yes,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot","4.2, A2DP, LE","Yes, with A-GPS",FM radio,"2.0, Type-C 1.0 reversible connector","Fingerprint (rear-mounted), accelerometer, proximity, compass",,,"Li-Ion 5180 mAh, non-removable",,,Black,About 250 EUR,Qualcomm SDM450 Snapdragon 450 (14 nm),Adreno 506,"LED flash, HDR, panorama",,,,,,,,,,,,"1, 2, 3, 4, 5, 7, 8, 20, 38, 40",,,,,,,,PB-6505M,,,,,,,,,,,,,,,,,,,,
lenovo,Lenovo S5 Pro GT,https://fdn2.gsmarena.com/vv/bigpic/lenovo-s5-pro.jpg,GSM / CDMA / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 900 / 1900 / 2100,"HSPA 42.2/5.76 Mbps, LTE-A (3CA) Cat9 450/50 Mbps","2018, December","Available. Released 2018, December",154.5 x 75.5 x 7.7 mm (6.08 x 2.97 x 0.30 in),170 g (6.00 oz),,"Hybrid Dual SIM (Nano-SIM, dual stand-by)","LTPS IPS LCD capacitive touchscreen, 16M colors","6.2 inches, 96.9 cm2 (~83.0% screen-to-body ratio)","1080 x 2246 pixels, 18.7:9 ratio (~402 ppi density)",CDMA 800 & TD-SCDMA,"Android 8.1 (Oreo), ZUI 10",Octa-core (4x2.2 GHz Kryo 260 Gold & 4x1.8 GHz Kryo 260 Silver),microSDXC (uses shared SIM slot),"64GB 4GB RAM, 64GB 6GB RAM, 128GB 6GB RAM",,"4K@30fps, 1080p@30fps",,1080p@30fps,"Yes, with stereo speakers",Yes,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot","5.0, A2DP, LE","Yes, with A-GPS",FM radio,"2.0, Type-C 1.0 reversible connector","Infrared face recognition, fingerprint (rear-mounted), accelerometer, gyro, proximity, compass",,eMMC 5.1,"Li-Ion 3500 mAh, non-removable",,,"Black, Gold, Blue",About 200 EUR,Qualcomm SDM660 Snapdragon 660 (14 nm),Adreno 512,"Dual-LED dual-tone flash, HDR, panorama",,,,,,,,,,,,"1, 2, 3, 5, 7, 8, 20, 34, 38, 39, 40, 41",,,,,"12 MP, f/1.8, 1/2.9"", 1.25µm, PDAF 20 MP, f/2.6, 2x optical zoom",HDR,Fast charging 18W,L58091,,,,,,,,,,,"20 MP, f/2.0, (wide), 1/2.8"", 1.0µm 8 MP",,,,,,,,,
lenovo,Lenovo Z5s,https://fdn2.gsmarena.com/vv/bigpic/lenovo-z5s.jpg,GSM / CDMA / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 900 / 1900 / 2100,"HSPA 42.2/5.76 Mbps, LTE-A (2CA) Cat6 300/50 Mbps","2018, December 18","Available. Released 2018, December 24",156.7 x 74.5 x 7.9 mm (6.17 x 2.93 x 0.31 in),172 g (6.07 oz),,"Hybrid Dual SIM (Nano-SIM, dual stand-by)","LTPS IPS LCD capacitive touchscreen, 16M colors","6.3 inches, 97.4 cm2 (~83.5% screen-to-body ratio)","1080 x 2340 pixels, 19.5:9 ratio (~409 ppi density)",CDMA 800 & TD-SCDMA,"Android 9.0 (Pie), ZUI 10",Octa-core 2.2 GHz Kryo 260,microSDXC (uses shared SIM slot),"64GB 4GB RAM, 128GB 6GB RAM","16 MP, f/2.0, 26mm (wide), 1/3.06"", 1.0µm","4K@30fps, 1080p@30fps",,1080p@30fps,Yes,Yes,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot","5.0, A2DP, LE","Yes, with A-GPS",FM radio,"2.0, Type-C 1.0 reversible connector","Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass",,,"Li-Ion 3300 mAh, non-removable",,,"Starry Night Grey, Love Orange, Titanium Blue",About 220 EUR,Qualcomm SDM710 Snapdragon 710 (10 nm),Adreno 616,"Dual-LED dual-tone flash, HDR, panorama",,,,,,,,,,,,"1, 2, 3, 5, 7, 8, 20, 34, 38, 39, 40, 41",,,"Glass front (Gorilla Glass), glass back, aluminum frame",,,HDR,Fast charging 15W,L78071,,,,,,"16 MP, f/1.8, 26mm (wide), PDAF 8 MP, f/2.4, (telephoto), PDAF, 2x optical zoom 5 MP, f/2.4, (depth)",Corning Gorilla Glass (unspecified version),,,,,,,,,,,,,
lenovo,Lenovo Z5 Pro GT,https://fdn2.gsmarena.com/vv/bigpic/lenovo-z5-pro-gt-.jpg,GSM / CDMA / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 900 / 1900 / 2100,"HSPA 42.2/5.76 Mbps, LTE-A (5CA) Cat18 1200/150 Mbps","2018, December","Available. Released 2019, January",155.1 x 73 x 9.3 mm (6.11 x 2.87 x 0.37 in),210 g (7.41 oz),,"Dual SIM (Nano-SIM, dual stand-by)","Super AMOLED capacitive touchscreen, 16M colors","6.39 inches, 100.2 cm2 (~88.5% screen-to-body ratio)","1080 x 2340 pixels, 19.5:9 ratio (~403 ppi density)",CDMA 800 & TD-SCDMA,"Android 8.1 (Oreo), upgradable to Android 10, ZUI 11.5",Octa-core (1x2.84 GHz Kryo 485 & 3x2.42 GHz Kryo 485 & 4x1.78 GHz Kryo 485),No,"128GB 6GB RAM, 128GB 8GB RAM, 256GB 8GB RAM, 512GB 12GB RAM",,"4K@30fps, 1080p@120fps",,1080p@30fps,Yes,No,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot","5.0, A2DP, LE, EDR","Yes, with A-GPS, GLONASS, BDS",No,"2.0, Type-C 1.0 reversible connector, USB On-The-Go","Infrared face recognition, fingerprint (under display, optical), accelerometer, gyro, proximity, compass",,UFS 2.1,"Li-Po 3350 mAh, non-removable",,,Carbon Black,About 400 EUR,Qualcomm SM8150 Snapdragon 855 (7 nm),Adreno 640,"Dual-LED dual-tone flash, panorama, HDR",,,,,,,,,,,,"1, 3, 4, 5, 7, 8, 34, 38, 39, 40, 41",,Yes,,,"16 MP, f/1.8, 1/2.6"", 1.22µm, PDAF 24 MP, 1/2.8"", 0.9µm",HDR,Fast charging 18W,L78032,,,,,,,,,,,"Manual pop-up 16 MP, f/2.2, 26mm (wide), 1/3.06"", 1.0µm Manual pop-up 8 MP",,,,,,,,,
lenovo,Lenovo Z5 Pro,https://fdn2.gsmarena.com/vv/bigpic/lenovo-z5-pro.jpg,GSM / CDMA / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 900 / 1900 / 2100,"HSPA 42.2/5.76 Mbps, LTE-A (2CA) Cat6 300/50 Mbps","2018, November","Available. Released 2018, November",155.1 x 73 x 9.3 mm (6.11 x 2.87 x 0.37 in),210 g (7.41 oz),,"Dual SIM (Nano-SIM, dual stand-by)","Super AMOLED capacitive touchscreen, 16M colors","6.39 inches, 100.2 cm2 (~88.5% screen-to-body ratio)","1080 x 2340 pixels, 19.5:9 ratio (~403 ppi density)",CDMA 800 & TD-SCDMA,"Android 8.1 (Oreo), ZUI 10",Octa-core (2x2.2 GHz 360 Gold & 6x1.7 GHz Kryo 360 Silver),No,"64GB 6GB RAM, 128GB 6GB RAM",,"4K@30fps, 1080p@120fps",,1080p@30fps,Yes,No,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot","5.0, A2DP, LE, EDR","Yes, with A-GPS, GLONASS, BDS",No,"2.0, Type-C 1.0 reversible connector, USB On-The-Go","Infrared face recognition, fingerprint (under display, optical), accelerometer, gyro, proximity, compass",,eMMC 5.1,"Li-Po 3350 mAh, non-removable",,,Black,About 300 EUR,Qualcomm SDM710 Snapdragon 710 (10 nm),Adreno 616,"Dual-LED dual-tone flash, panorama, HDR",,,,,,,,,,,,"1, 3, 4, 5, 7, 8, 34, 38, 39, 40, 41",,Yes,,,"16 MP, f/1.8, 1/2.6"", 1.22µm, PDAF 24 MP, 1/2.8"", 0.9µm",HDR,Fast charging 18W,L78031,,,,,,,,,,,"Manual pop-up 16 MP, f/2.2, 26mm (wide), 1/3.06"", 1.0µm Manual pop-up 8 MP",,,,,,,,,
lenovo,Lenovo S5 Pro,https://fdn2.gsmarena.com/vv/bigpic/lenovo-s5-pro.jpg,GSM / CDMA / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 900 / 1900 / 2100,"HSPA 42.2/5.76 Mbps, LTE-A","2018, October","Available. Released 2018, October",154.5 x 75.5 x 7.7 mm (6.08 x 2.97 x 0.30 in),170 g (6.00 oz),,"Hybrid Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","6.2 inches, 96.9 cm2 (~83.0% screen-to-body ratio)","1080 x 2246 pixels, 18.7:9 ratio (~402 ppi density)",CDMA 800 & TD-SCDMA,"Android 8.1 (Oreo), ZUI 5",Octa-core (4x1.8 GHz Kryo 260 Gold & 4x1.6 GHz Kryo 260 Silver),microSDXC (uses shared SIM slot),"64GB 6GB RAM, 128GB 6GB RAM",,"4K@30fps, 1080p@30fps",,1080p@30fps,"Yes, with stereo speakers",Yes,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot","5.0, A2DP, LE","Yes, with A-GPS",FM radio,"2.0, Type-C 1.0 reversible connector","Infrared face recognition, fingerprint (rear-mounted), accelerometer, proximity, compass",,eMMC 5.1,"Li-Ion 3500 mAh, non-removable",,,"Black, Gold, Blue",About 200 EUR,Qualcomm SDM636 Snapdragon 636 (14 nm),Adreno 509,"Dual-LED dual-tone flash, HDR, panorama",,,,,,,,,,,,"1, 2, 3, 5, 7, 8, 20, 34, 38, 39, 40, 41",,,,,"12 MP, f/1.8, 1/2.9"", 1.25µm, PDAF 20 MP, f/2.6, 2x optical zoom",HDR,Fast charging 18W,L58041,,,,,,,,,,,"20 MP, f/2.2, (wide), 1/2.8"", 1.0µm 8 MP",,,,,,,,,
