Brand,Model Name,Model Image,Technology,2G bands,3G bands,4G bands,Speed,Announced,Status,Dimensions,Weight,Build,SIM,Type,Size,Resolution,OS,Chipset,CPU,GPU,Card slot,Internal,,Triple,Features,Video,Single,Features_1,Video_1,Loudspeaker,3.5mm jack,WLAN,Bluetooth,GPS,Radio,USB,Sensors,Type_1,Charging,Colors,Models,Price,64GB 4GB RAM,32GB 3GB RAM,_1,_1_1,Dual,32GB 2GB RAM,Single_1,16GB 2GB RAM,Protection,NFC,GPRS,EDGE,8GB 1GB RAM,16GB 1GB RAM,Infrared port,Stand-by,Talk time,Music play,Phonebook,Call records,Messaging,Games,Java,SAR EU,Display,Camera,Loudspeaker_1,Audio quality,Battery life,SAR,Keyboard,Browser,Alert types,Clock,Alarm,Languages,Quad,Performance,64GB 3GB RAM,128GB 3GB RAM,256GB 3GB RAM,256GB 4GB RAM,512GB 4GB RAM,Dual_1,128GB 4GB RAM,64GB 2GB RAM,256GB 2GB RAM,128GB 2GB RAM
apple,Apple iPhone 6s,https://fdn2.gsmarena.com/vv/bigpic/apple-iphone-6s1.jpg,GSM / CDMA / HSPA / EVDO / LTE,GSM 850 / 900 / 1800 / 1900,HSDPA 850 / 900 / 1700 / 1900 / 2100,"1, 2, 3, 4, 5, 7, 8, 12, 13, 17, 18, 19, 20, 25, 26, 28, 29 - A1688","HSPA 42.2/5.76 Mbps, LTE-A (2CA) Cat6 300/50 Mbps, EV-DO Rev.A 3.1 Mbps","2015, September 09","Available. Released 2015, September 25",138.3 x 67.1 x 7.1 mm (5.44 x 2.64 x 0.28 in),143 g (5.04 oz),"Glass front (Gorilla Glass), aluminum back, aluminum frame",Nano-SIM,"IPS LCD capacitive touchscreen, 16M colors","4.7 inches, 60.9 cm2 (~65.6% screen-to-body ratio)","750 x 1334 pixels, 16:9 ratio (~326 ppi density)","iOS 9, upgradable to iOS 14",Apple A9 (14 nm),Dual-core 1.84 GHz Twister,PowerVR GT7600 (six-core graphics),No,"16GB 2GB RAM, 32GB 2GB RAM, 64GB 2GB RAM, 128GB 2GB RAM",CDMA 800 / 1700 / 1900 / 2100,,"Dual-LED dual-tone flash, HDR","4K@30fps, 1080p@60fps,1080p@120fps, 720p@240fps","12 MP, f/2.2, 29mm (standard), 1/3"", 1.22µm, PDAF","Face detection, HDR, panorama",1080p@30fps,Yes,Yes,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, hotspot","4.2, A2DP, LE","Yes, with A-GPS, GLONASS, GALILEO, QZSS",No,"2.0, proprietary reversible connector","Fingerprint (front-mounted), accelerometer, gyro, proximity, compass, barometer","Li-Ion 1715 mAh, non-removable (6.91 Wh)",,"Space Gray, Silver, Gold, Rose Gold","A1633, A1688, A1691, A1700",$ 129.99 / € 154.94 / £ 175.00,,,CDMA2000 1xEV-DO,Siri natural language commands and dictation,,$ 129.99,"5 MP, f/2.2, 31mm (standard)",$ 219.99,"Ion-strengthened glass, oleophobic coating",Yes (Apple Pay only),,,,,,Up to 240 h (3G),Up to 14 h (3G),Up to 50 h,,,,,,0.87 W/kg (head)     0.98 W/kg (body),"Contrast ratio: 1481 (nominal),  3.783 (sunlight)",Photo / Video,Voice 66dB / Noise 64dB / Ring 65dB,Noise -93.8dB / Crosstalk -73.2dB,Endurance rating 62h,1.14 W/kg (head)     1.14 W/kg (body),,,,,,,,Basemark OS II 2.0: 2195,,,,,,,,$ 559.95,,
apple,Apple iPad Pro 12.9 (2015),https://fdn2.gsmarena.com/vv/bigpic/apple-ipad-pro-.jpg,GSM / CDMA / HSPA / EVDO / LTE,GSM 850 / 900 / 1800 / 1900,HSDPA 850 / 900 / 1700 / 1900 / 2100,"1, 2, 3, 4, 5, 7, 8, 13, 17, 18, 19, 20, 25, 26, 28, 29, 38, 39, 40, 41","HSPA 42.2/5.76 Mbps, LTE-A Cat4 150/50 Mbps, EV-DO Rev.A 3.1 Mbps","2015, September","Available. Released 2015, November",305.7 x 220.6 x 6.9 mm (12.04 x 8.69 x 0.27 in),713 g (Wi-Fi) / 723 g (LTE) (1.57 lb),,"Nano-SIM, eSIM","IPS LCD capacitive touchscreen, 16M colors","12.9 inches, 519.2 cm2 (~77.0% screen-to-body ratio)","2048 x 2732 pixels, 4:3 ratio (~264 ppi density)","iOS 9, upgradable to iPadOS 14",Apple A9X (16 nm),Dual-core 2.26 GHz (Twister),PowerVR Series 7 (12-core graphics),No,"32GB 4GB RAM, 128GB 4GB RAM, 256GB 4GB RAM",CDMA 800 / 1900,,HDR,"1080p@30fps, 720p@120fps, HDR, stereo sound rec.","8 MP, f/2.4, 31mm (standard), 1.12µm, AF","face detection, HDR, FaceTime over Wi-Fi or Cellular",720p@30fps,"Yes, with stereo speakers (4 speakers)",Yes,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, hotspot","4.0, A2DP, EDR","Yes, with A-GPS, GLONASS (Wi‑Fi + Cellular model only)",No,"3.0, proprietary reversible connector; magnetic connector","Fingerprint (front-mounted), accelerometer, gyro, compass, barometer","Li-Ion 10,307 mAh, non-removable (38.8 Wh)",,"Space Gray, Silver, Gold","A1584, A1652",About 850 EUR,,,CDMA2000 1xEV-DO,Siri natural language commands and dictation,,,1.2 MP,,"Scratch-resistant glass, oleophobic coating",Yes,,,,,,,Up to 10 h (multimedia),,,,,,,,,Photo / Video,,,,,,,,,,,,,,,,,,,,,,
apple,Apple iPad mini 4 (2015),https://fdn2.gsmarena.com/vv/bigpic/ipad-mini-41.jpg,GSM / CDMA / HSPA / EVDO / LTE,GSM 850 / 900 / 1800 / 1900,HSDPA 850 / 900 / 1700 / 1900 / 2100,"1, 2, 3, 4, 5, 7, 8, 13, 17, 18, 19, 20, 25, 26, 28, 29, 38, 39, 40, 41 - A1490","HSPA 42.2/5.76 Mbps, LTE-A Cat4 150/50 Mbps, EV-DO Rev.A 3.1 Mbps","2015, September","Available. Released 2015, September",203.2 x 134.8 x 6.1 mm (8.0 x 5.31 x 0.24 in),299 g (Wi-Fi) / 304 g (3G/LTE) (10.55 oz),"Glass front, aluminum back, aluminum frame","Nano-SIM, eSIM","IPS LCD capacitive touchscreen, 16M colors","7.9 inches, 193.3 cm2 (~70.6% screen-to-body ratio)","1536 x 2048 pixels, 4:3 ratio (~324 ppi density)","iOS 9, upgradable to iPadOS 14",Apple A8 (20 nm),Dual-core 1.5 GHz Typhoon,PowerVR GX6450 (quad-core graphics),No,"16GB 2GB RAM, 32GB 2GB RAM, 64GB 2GB RAM, 128GB 2GB RAM",CDMA 800 / 1900,,HDR,1080p@30fps,"8 MP, f/2.4, 32mm (standard), 1.12µm, AF",HDR,720p@30fps,"Yes, with stereo speakers",Yes,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, hotspot","4.0, A2DP, EDR","Yes, with A-GPS, GLONASS (3G/LTE model only)",No,"2.0, proprietary reversible connector","Fingerprint (front-mounted), accelerometer, gyro, compass, barometer","Li-Ion 5124 mAh, non-removable (19.1 Wh)",,"Space Gray, Silver, Gold","A1538, A1550",About 360 EUR,,,CDMA2000 1xEV-DO,Siri natural language commands and dictation,,,"1.2 MP, f/2.2, 31mm (standard)",,"Scratch-resistant glass, oleophobic coating",,,,,,,,Up to 10 h (multimedia),,,,,,,0.42 W/kg (body),,,,,,1.18 W/kg (body),,,,,,,,,,,,,,,,,,
apple,Apple Watch Edition 42mm (1st gen),https://fdn2.gsmarena.com/vv/bigpic/apple-watch-edition-42mm.jpg,No cellular connectivity,N/A,,,,"2014, September","Available. Released 2015, July",42 x 35.9 x 10.5 mm (1.65 x 1.41 x 0.41 in),69 g body (3.53 oz),"Glass front (Sapphire crystal), ceramic back, 18-karat yellow/rose gold frame",No,"OLED capacitive touchscreen, 16M colors","1.65 inches, 8.6 cm2 (~56.8% screen-to-body ratio)",390 x 312 pixels (~303 ppi density),"watchOS 1.0, upgradable to 4.3.2",Apple S1 (28 nm),520 MHz Cortex-A7,PowerVR SGX543,No,8GB 512MB RAM,IPX7 water resistant up to 1 meter and 30 minutes,,,,,,,Yes,No,Wi-Fi 802.11 b/g/n,"4.0, LE",No,No,No,"Accelerometer, gyro, heart rate","Li-Ion 250 mAh, non-removable (0.94 Wh)",Wireless charging,"18-karat Rose Gold/White, Midnight Blue Buckle 18-karat Yellow Gold/Black, Black Buckle",A1554,About 13000 EUR,,,3D Touch display 450 nits max brightness (advertised),Natural language commands and dictation,,,,,Sapphire crystal glass,Yes,No,No,,,,Up to 18 h (mixed usage),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
apple,Apple Watch Edition 38mm (1st gen),https://fdn2.gsmarena.com/vv/bigpic/apple-watch-edition-38mm.jpg,No cellular connectivity,N/A,,,,"2014, September","Available. Released 2015, July",38.6 x 33.3 x 10.5 mm (1.52 x 1.31 x 0.41 in),55 g body (3.35 oz),"Glass front (Sapphire crystal), ceramic back, 18-karat yellow/rose gold frame",No,"OLED capacitive touchscreen, 16M colors","1.5 inches, 7.1 cm2 (~55.1% screen-to-body ratio)",340 x 272 pixels (~290 ppi density),"watchOS 1.0, upgradable to 4.3.2",Apple S1 (28 nm),520 MHz Cortex-A7,PowerVR SGX543,No,8GB 512MB RAM,IPX7 water resistant up to 1 meter and 30 minutes,,,,,,,Yes,No,Wi-Fi 802.11 b/g/n,"4.0, LE",No,No,No,"Accelerometer, gyro, heart rate","Li-Ion 205 mAh, non-removable (0.78 Wh)",Wireless charging,"18-karat Rose Gold/White, Rose Gray Buckle18-karat Yellow Gold/Black, Red Buckle",A1553,About 11000 EUR,,,3D Touch display 450 nits max brightness (advertised),Natural language commands and dictation,,,,,Sapphire crystal glass,Yes,No,No,,,,Up to 18 h (mixed usage),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
apple,Apple Watch 42mm (1st gen),https://fdn2.gsmarena.com/vv/bigpic/apple-watch-42mm.jpg,No cellular connectivity,N/A,,,,"2014, September","Available. Released 2015, April",42 x 35.9 x 10.5 mm (1.65 x 1.41 x 0.41 in),50 g body (2.82 oz),"Glass front (Sapphire crystal), ceramic/sapphire crystal back, stainless steel frame",No,"OLED capacitive touchscreen, 16M colors","1.65 inches, 8.6 cm2 (~56.8% screen-to-body ratio)",390 x 312 pixels (~303 ppi density),"watchOS 1.0, upgradable to 4.3.2",Apple S1 (28 nm),520 MHz Cortex-A7,PowerVR SGX543,No,8GB 512MB RAM,IPX7 water resistant up to 1 meter and 30 minutes,,,,,,,Yes,No,Wi-Fi 802.11 b/g/n,"4.0, LE",No,No,No,"Accelerometer, gyro, heart rate","Li-Ion 250 mAh, non-removable (0.94 Wh)",Wireless charging,"Stainless Steel/Red, White, Brown/Black/Blue/Marine Blue Buckle, Blue/Stone/White/Storm Gray Leather Loop, Silver/Space Black Milanese Loop, Link Bracelet, Space Black Stainless Steel/Black, Black Link Bracelet, Pearl Woven Nylon",A1554,About 700 EUR,,,3D Touch display 450 nits max brightness (advertised),Natural language commands and dictation,,,,,Sapphire crystal glass,Yes,No,No,,,,Up to 18 h (mixed usage),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
apple,Apple Watch 38mm (1st gen),https://fdn2.gsmarena.com/vv/bigpic/apple-watch-38mm.jpg,No cellular connectivity,N/A,,,,"2014, September","Available. Released 2015, May",38.6 x 33.3 x 10.5 mm (1.52 x 1.31 x 0.41 in),40 g body (2.72 oz),"Glass front (Sapphire crystal), ceramic/sapphire crystal back, stainless steel frame",No,"OLED capacitive touchscreen, 16M colors","1.5 inches, 7.1 cm2 (~55.1% screen-to-body ratio)",340 x 272 pixels (~290 ppi density),"watchOS 1.0, upgradable to 4.3.2",Apple S1 (28 nm),520 MHz Cortex-A7,PowerVR SGX543,No,8GB 512MB RAM,IPX7 water resistant up to 1 meter and 30 minutes,,,,,,,Yes,No,Wi-Fi 802.11 b/g/n,"4.0, LE",No,No,No,"Accelerometer, gyro, heart rate","Li-Ion 205 mAh, non-removable (0.78 Wh)",Wireless charging,"Stainless Steel/Red, White, Brown/Black/Blue/Red/Marigold/Jay Buckle, Blue/Stone Leather Loop, Silver/Space Black Milanese Loop, Link Bracelet, Space Black Stainless Steel/Black, Black Link Bracelet, Pearl Woven Nylon",A1553,About 650 EUR,,,3D Touch display 450 nits max brightness (advertised),Natural language commands and dictation,,,,,Sapphire crystal glass,Yes,No,No,,,,Up to 18 h (mixed usage),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
apple,Apple Watch Sport 42mm (1st gen),https://fdn2.gsmarena.com/vv/bigpic/apple-watch-sport-42mm2.jpg,No cellular connectivity,N/A,,,,"2014, September","Available. Released 2015, April",42 x 35.9 x 10.5 mm (1.65 x 1.41 x 0.41 in),30 g body (2.47 oz),"Glass front, composite plastic back, aluminum frame",No,"OLED capacitive touchscreen, 16M colors","1.65 inches, 8.6 cm2 (~57.2% screen-to-body ratio)",390 x 312 pixels (~302 ppi density),"watchOS 1.0, upgradable to 4.3.2",Apple S1 (28 nm),520 MHz Cortex-A7,PowerVR SGX543,No,8GB 512MB RAM,IPX7 water resistant up to 1 meter and 30 minutes,,,,,,,Yes,No,Wi-Fi 802.11 b/g/n,"4.0, LE",No,No,No,"Accelerometer, gyro, heart rate","Li-Ion 250 mAh, non-removable (0.94 Wh)",Wireless charging,"Silver/White, Orange, Blue; Gray/Black; Rose Gold/Lavender, Stone; Gold/White, Blue, Yellow, Apricot, Royal Blue, Pink/Royal Blue/Gold&Red/Black Woven Nylon",A1554,About 250 EUR,,,3D Touch display 450 nits max brightness (advertised),Natural language commands and dictation,,,,,Ion-X strengthened glass,Yes,No,No,,,,Up to 18 h (mixed usage),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
apple,Apple Watch Sport 38mm (1st gen),https://fdn2.gsmarena.com/vv/bigpic/apple-watch-sport-38mm.jpg,No cellular connectivity,N/A,,,,"2014, September","Available. Released 2015, April",38.6 x 33.3 x 10.5 mm (1.52 x 1.31 x 0.41 in),25 g body (2.19 oz),"Glass front, composite plastic back, aluminum frame",No,"OLED capacitive touchscreen, 16M colors","1.5 inches, 7.1 cm2 (~55.1% screen-to-body ratio)",340 x 272 pixels (~290 ppi density),"watchOS 1.0, upgradable to 4.3.2",Apple S1 (28 nm),520 MHz Cortex-A7,PowerVR SGX543,No,8GB 512MB RAM,IPX7 water resistant up to 1 meter and 30 minutes,,,,,,,Yes,No,Wi-Fi 802.11 b/g/n,"4.0, LE",No,No,No,"Accelerometer, gyro, heart rate","Li-Ion 205 mAh, non-removable (0.78 Wh)",Wireless charging,"Silver/White, Orange, Blue; Gray/Black; Rose Gold/Lavender, Stone; Gold/White, Blue, Yellow, Apricot, Royal Blue, Pink/Royal Blue/Gold&Red/Black Woven Nylon",A1553,About 250 EUR,,,3D Touch display 450 nits max brightness (advertised),Natural language commands and dictation,,,,,Ion-X strengthened glass,Yes,No,No,,,,Up to 18 h (mixed usage),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
apple,Apple iPad Air 2,https://fdn2.gsmarena.com/vv/bigpic/apple-ipad-air-2-new.jpg,GSM / CDMA / HSPA / EVDO / LTE,GSM 850 / 900 / 1800 / 1900,HSDPA 850 / 900 / 1700 / 1900 / 2100,"1, 2, 3, 4, 5, 7, 8, 13, 17, 18, 19, 20, 25, 26, 28, 29, 38, 39, 40, 41 - A1567","HSPA 42.2/5.76 Mbps, LTE-A Cat4 150/50 Mbps, EV-DO Rev.A 3.1 Mbps","2014, October 16","Available. Released 2014, October 24",240 x 169.5 x 6.1 mm (9.45 x 6.67 x 0.24 in),437 g (Wi-Fi) / 444 g (3G/LTE) (15.41 oz),"Glass front, aluminum back, aluminum frame","Nano-SIM, eSIM","IPS LCD capacitive touchscreen, 16M colors","9.7 inches, 291.4 cm2 (~71.6% screen-to-body ratio)","1536 x 2048 pixels, 4:3 ratio (~264 ppi density)","iOS 8.1, upgradable to iPadOS 14",Apple A8X (20 nm),Triple-core 1.5 GHz Typhoon,PowerVR GXA6850 (octa-core graphics),No,"16GB 2GB RAM, 32GB 2GB RAM, 64GB 2GB RAM, 128GB 2GB RAM",CDMA 800 / 1900,,HDR,"1080p@30fps, 720p@120fps, HDR, stereo sound rec.","8 MP, f/2.4, 31mm (standard), 1.12µm, AF","face detection, HDR, FaceTime over Wi-Fi or Cellular",720p@30fps,"Yes, with stereo speakers",Yes,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, hotspot","4.0, A2DP, EDR","Yes, with A-GPS, GLONASS (3G/LTE model only)",No,"2.0, proprietary reversible connector","Fingerprint (front-mounted), accelerometer, gyro, compass, barometer","Li-Po 7340 mAh, non-removable (27.62 Wh)",,"Space Gray, Silver, Gold","A1566, A1567",About 440 EUR,,,CDMA2000 1xEV-DO,Siri natural language commands and dictation,,,"1.2 MP, f/2.2, 31mm (standard)",,"Scratch-resistant glass, oleophobic coating",,,,,,,,Up to 10 h (multimedia),,,,,,,,Contrast ratio: 1048 (nominal),Photo / Video,Voice 75dB / Noise 70dB / Ring 78dB,Noise -93.9dB / Crosstalk -83.9dB,,,,,,,,,,Basemark X: 29753,,,,,,,,,,
apple,Apple iPad mini 3,https://fdn2.gsmarena.com/vv/bigpic/apple-ipad-mini-3-new.jpg,GSM / CDMA / HSPA / EVDO / LTE,GSM 850 / 900 / 1800 / 1900,HSDPA 850 / 900 / 1700 / 1900 / 2100,"1, 2, 3, 4, 5, 7, 8, 13, 17, 18, 19, 20, 25, 26 - A1600","HSPA 42.2/5.76 Mbps, LTE Cat3 100/50 Mbps, EV-DO Rev.A 3.1 Mbps","2014, October","Available. Released 2014, October",200 x 134.7 x 7.5 mm (7.87 x 5.30 x 0.30 in),331 g (Wi-Fi) / 341 g (3G/LTE) (11.68 oz),,"Nano-SIM, eSIM","IPS LCD capacitive touchscreen, 16M colors","7.9 inches, 193.3 cm2 (~71.7% screen-to-body ratio)","1536 x 2048 pixels, 4:3 ratio (~324 ppi density)","iOS 8.1, upgradable to iPadOS 12.4.6",Apple A7 (28 nm),Dual-core 1.3 GHz Cyclone (ARM v8-based),PowerVR G6430 (quad-core graphics),No,"16GB 1GB RAM, 64GB 1GB RAM, 128GB 1GB RAM",CDMA 800 / 1900,,HDR,1080p@30fps,"5 MP, f/2.4, 32mm (standard), AF","face detection, FaceTime over Wi-Fi or Cellular",720p@30fps,"Yes, with stereo speakers",Yes,"Wi-Fi 802.11 a/b/g/n, dual-band","4.0, A2DP, EDR","Yes, with A-GPS, GLONASS",No,"2.0, proprietary reversible connector","Fingerprint (front-mounted), accelerometer, gyro, compass","Li-Po 6470 mAh, non-removable (24.3 Wh)",,"Space Gray/Black, Silver/White, Gold","A1599, A1600",About 400 EUR,,,CDMA2000 1xEV-DO,Siri natural language commands and dictation,,,1.2 MP,,Oleophobic coating,,,,,,,,Up to 10 h (multimedia),,,,,,,,Contrast ratio: 812 (nominal),Photo / Video,Voice 65dB / Noise 63dB / Ring 70dB,Noise -93.7dB / Crosstalk -85.2dB,,,,,,,,,,Basemark X: 14781,,,,,,,,,,
apple,Apple iPhone 6 Plus,https://fdn2.gsmarena.com/vv/bigpic/apple-iphone-6-plus2.jpg,GSM / CDMA / HSPA / EVDO / LTE,"GSM 850 / 900 / 1800 / 1900 - A1522 (GSM), A1522 (CDMA), A1524","HSDPA 850 / 900 / 1700 / 1900 / 2100 - A1522 (GSM), A1522 (CDMA), A1524","1, 2, 3, 4, 5, 7, 8, 13, 17, 18, 19, 20, 25, 26, 28, 29 - A1522 GSM, A1522 CDMA","HSPA 42.2/5.76 Mbps, LTE-A Cat4 150/50 Mbps, EV-DO Rev.A 3.1 Mbps","2014, September 09","Available. Released 2014, September 19",158.1 x 77.8 x 7.1 mm (6.22 x 3.06 x 0.28 in),172 g (6.07 oz),"Glass front (Gorilla Glass), aluminum back, aluminum frame",Nano-SIM,"IPS LCD capacitive touchscreen, 16M colors","5.5 inches, 83.4 cm2 (~67.8% screen-to-body ratio)","1080 x 1920 pixels, 16:9 ratio (~401 ppi density)","iOS 8, upgradable to iOS 12.4.6",Apple A8 (20 nm),Dual-core 1.4 GHz Typhoon (ARM v8-based),PowerVR GX6450 (quad-core graphics),No,"16GB 1GB RAM, 64GB 1GB RAM, 128GB 1GB RAM","CDMA 800 / 1700 / 1900 / 2100 - A1522 (CDMA), A1524",,"Dual-LED dual-tone flash, HDR","1080p@60fps, 720p@240fps","8 MP, f/2.2, 29mm (standard), 1/3"", 1.5µm, PDAF, OIS","face detection, HDR, FaceTime over Wi-Fi or Cellular",720p@30fps,Yes,Yes,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, hotspot","4.0, A2DP, LE","Yes, with A-GPS, GLONASS",No,"2.0, proprietary reversible connector","Fingerprint (front-mounted), accelerometer, gyro, proximity, compass, barometer","Li-Po 2915 mAh, non-removable (11.1 Wh)",,"Space Gray, Silver, Gold","A1522, A1524",About 420 EUR,,,"CDMA2000 1xEV-DO - A1522 (CDMA), A1524",Siri natural language commands and dictation,,,"1.2 MP, f/2.2, 31mm (standard)",,"Ion-strengthened glass, oleophobic coating",Yes (Apple Pay only),,,,,,Up to 384 h (3G),Up to 24 h (3G),Up to 80 h,,,,,,0.99 W/kg (head)     0.91 W/kg (body),"Contrast ratio: 1361 (nominal), 3.023 (sunlight)",Photo / Video,Voice 67dB / Noise 65dB / Ring 66dB,Noise -94dB / Crosstalk -72dB,Endurance rating 79h,1.19 W/kg (head)     1.19 W/kg (body),,,,,,,,,,,,,,,,,,
apple,Apple iPhone 6,https://fdn2.gsmarena.com/vv/bigpic/apple-iphone-6-4.jpg,GSM / CDMA / HSPA / EVDO / LTE,"GSM 850 / 900 / 1800 / 1900 - A1549 (GSM), A1549 (CDMA), A1586","HSDPA 850 / 900 / 1700 / 1900 / 2100 - A1549 (GSM), A1549 (CDMA), A1586","1, 2, 3, 4, 5, 7, 8, 13, 17, 18, 19, 20, 25, 26, 28, 29 - A1549 GSM, A1549 CDMA","HSPA 42.2/5.76 Mbps, LTE-A Cat4 150/50 Mbps, EV-DO Rev.A 3.1 Mbps","2014, September 09","Available. Released 2014, September 19",138.1 x 67 x 6.9 mm (5.44 x 2.64 x 0.27 in),129 g (4.55 oz),"Glass front (Gorilla Glass), aluminum back, aluminum frame",Nano-SIM,"IPS LCD capacitive touchscreen, 16M colors","4.7 inches, 60.9 cm2 (~65.8% screen-to-body ratio)","750 x 1334 pixels, 16:9 ratio (~326 ppi density)","iOS 8, upgradable to iOS 12.4.6",Apple A8 (20 nm),Dual-core 1.4 GHz Typhoon (ARM v8-based),PowerVR GX6450 (quad-core graphics),No,"16GB 1GB RAM, 32GB 1GB RAM, 64GB 1GB RAM, 128GB 1GB RAM","CDMA 800 / 1700 / 1900 / 2100 - A1549 (CDMA), A1586",,"Dual-LED dual-tone flash, HDR","1080p@60fps, 720p@240fps","8 MP, f/2.2, 29mm (standard), 1/3"", 1.5µm, PDAF","face detection, HDR, FaceTime over Wi-Fi or Cellular",720p@30fps,Yes,Yes,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, hotspot","4.0, A2DP, LE","Yes, with A-GPS, GLONASS",No,"2.0, proprietary reversible connector","Fingerprint (front-mounted), accelerometer, gyro, proximity, compass, barometer","Li-Po 1810 mAh, non-removable (6.9 Wh)",,"Space Gray, Silver, Gold","A1549, A1586, A1589, A1522, A1524, A1593",About 100 EUR,,,"CDMA2000 1xEV-DO - A1549 (CDMA), A1586",Siri natural language commands and dictation,,,"1.2 MP, f/2.2, 31mm (standard)",,"Ion-strengthened glass, oleophobic coating",Yes (Apple Pay only),,,,,,Up to 250 h (3G),Up to 14 h (3G),Up to 50 h,,,,,,0.98 W/kg (head)     0.97 W/kg (body),"Contrast ratio: 1213 (nominal), 3.838 (sunlight)",Photo / Video,Voice 66dB / Noise 65dB / Ring 72dB,Noise -94dB / Crosstalk -73.4dB,Endurance rating 61h,1.18 W/kg (head)     1.18 W/kg (body),,,,,,,,Basemark X: 15841,,,,,,,,,,
apple,Apple iPad Air,https://fdn2.gsmarena.com/vv/bigpic/apple-ipad-air.jpg,GSM / CDMA / HSPA / EVDO / LTE,GSM 850 / 900 / 1800 / 1900,HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100,"1, 2, 3, 4, 5, 7, 8, 13, 17, 18, 19, 20, 25, 26","HSPA 42.2/5.76 Mbps, LTE Cat3 100/50 Mbps, EV-DO Rev.A 3.1 Mbps","2013, October 22","Available. Released 2013, November 01",240 x 169.5 x 7.5 mm (9.45 x 6.67 x 0.30 in),469 g (Wi-Fi) / 478 g (3G/LTE) (1.03 lb),"Glass front, aluminum back, aluminum frame",Nano-SIM,"IPS LCD capacitive touchscreen, 16M colors","9.7 inches, 291.4 cm2 (~71.6% screen-to-body ratio)","1536 x 2048 pixels, 4:3 ratio (~264 ppi density)","iOS 7, upgradable to iPadOS 12.4.6",Apple A7 (28 nm),Dual-core 1.3 GHz Cyclone (ARM v8-based),PowerVR G6430 (quad-core graphics),No,"16GB 1GB RAM, 32GB 1GB RAM, 64GB 1GB RAM, 128GB 1GB RAM",CDMA 800 / 1900,,HDR,1080p@30fps,"5 MP, f/2.4, 33mm (standard), AF","face detection, FaceTime over Wi-Fi or Cellular",720p@30fps,"Yes, with stereo speakers",Yes,"Wi-Fi 802.11 a/b/g/n, dual-band, hotspot","4.0, A2DP, EDR","Yes, with A-GPS, GLONASS (3G/LTE model only)",No,"2.0, proprietary reversible connector","Accelerometer, gyro, compass","Li-Po 8600 mAh, non-removable (32.4 Wh)",,"Space Gray, Silver","A1474, A1475, A1476",About 350 EUR,,,CDMA2000 1xEV-DO,Siri natural language commands and dictation,,,1.2 MP,,"Scratch-resistant glass, oleophobic coating",,,,,,,,Up to 10 h (multimedia),,,,,,,0.99 W/kg (body),Contrast ratio: 968:1 (nominal) / 2.504:1 (sunlight),Photo / Video,Voice 67dB / Noise 65dB / Ring 76dB,Noise -93.9dB / Crosstalk -89.9dB,,1.18 W/kg (body),,,,,,,,Basemark X: 13597,,,,,,,,,,
