Brand,Model Name,Model Image,Technology,2G bands,,3G bands,_1,4G bands,5G bands,Speed,Announced,Status,Dimensions,Weight,Build,SIM,_1_1,Type,Size,Resolution,OS,Chipset,CPU,GPU,Card slot,Internal,Single,Features,Video,Single_1,Features_1,Video_1,Loudspeaker,3.5mm jack,WLAN,Bluetooth,GPS,NFC,Radio,USB,Sensors,Type_1,Charging,Colors,Price,256GB 8GB RAM,Quad,Models,128GB 4GB RAM,Dual,64GB 4GB RAM,Triple,Performance,Display,Camera,Loudspeaker_1,Battery life,128GB 6GB RAM,SAR,32GB 3GB RAM,32GB 2GB RAM,Protection,256GB 12GB RAM,SAR EU,Audio quality,Infrared port,Dual_1,Talk time,Stand-by,GPRS,EDGE,Keyboard,Phonebook,Call records,Messaging,Games,Java,Music play,Browser,Alert types,Languages,Clock,Alarm,16GB 2GB RAM,128GB 8GB RAM,64GB 6GB RAM,16GB 1GB RAM,4GB 512MB,Five,8GB 1GB RAM,32GB 4GB RAM,4GB 512MB RAM,16GB 3GB RAM
nokia,Nokia 1.3,https://fdn2.gsmarena.com/vv/bigpic/nokia-13.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only),HSDPA 850 / 900 / 2100 - Global,HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100 - LATAM,"1, 3, 5, 7, 8, 20, 28 - Global","1, 2, 3, 4, 5, 7, 8, 12, 17, 28, 66 - LATAM",,"HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps","2020, March 19","Available. Released 2020, April 02",147.3 x 71.2 x 9.4 mm (5.80 x 2.80 x 0.37 in),155 g (5.47 oz),"Glass front, plastic back, plastic frame","Single SIM (Nano-SIM) or Dual SIM (Nano-SIM, dual stand-by)",eMMC 5.1,"IPS LCD capacitive touchscreen, 16M colors","5.71 inches, 81.4 cm2 (~77.6% screen-to-body ratio)","720 x 1520 pixels, 19:9 ratio (~295 ppi density)","Android 10 (Go edition), Android One",Qualcomm QM215 (28 nm),Quad-core 1.3 GHz Cortex-A53,Adreno 308,microSDXC (dedicated slot),16GB 1GB RAM,"8 MP, AF","LED flash, HDR",720p@30fps,5 MP,,720p@30fps,Yes,Yes,"Wi-Fi 802.11 b/g/n, hotspot","4.2, A2DP, LE, aptX HD","Yes, with A-GPS, GLONASS, BDS",,FM radio,"microUSB 2.0, USB On-The-Go","Accelerometer, proximity","Li-Po 3000 mAh, removable",,"Cyan, Charcoal, Sand",$ 99.00 / € 93.74 / £ 64.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$ 99.00,,,,,,
nokia,Nokia 5310 (2020),https://fdn2.gsmarena.com/vv/bigpic/nokia-5310.jpg,GSM,GSM 900 / 1800 - SIM 1 & SIM 2 (dual-SIM model only),,,MP3 player,,,No,"2020, March 19","Available. Released 2020, April 02","123.7 x 52.4 x 13.1 mm, 44.8 cc (4.87 x 2.06 x 0.52 in)",88.2 g (3.10 oz),,"Single SIM (Mini-SIM) or Dual SIM (Mini-SIM, dual stand-by)",,TFT,"2.4 inches, 17.8 cm2 (~27.5% screen-to-body ratio)","240 x 320 pixels, 4:3 ratio (~167 ppi density)",,Mediatek MT6260A,,,microSDHC,16MB 8MB RAM,VGA,LED flash,,,,,"Yes, with dual speakers",Yes,No,"3.0, A2DP",No,,FM radio,microUSB 1.1,,"Li-Ion 1200 mAh, removable",,"White/Red, Black/Red",About 40 EUR,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,Yes,Yes,"SMS, MMS, Email, IM",Yes,No,,,,,,,,,,,,,,,,
nokia,Nokia C2,https://fdn2.gsmarena.com/vv/bigpic/nokia-c2-.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only),HSDPA 900 / 2100 - Saudi Arabia,"HSDPA 850 / 900 / 2100 - Africa, ME, APAC","1, 3, 5, 8, 28, 38, 40, 41 - Saudi Arabia","1, 3, 5, 7, 8, 20, 28, 38, 40, 41 - Africa, ME, APAC",,"HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps","2020, March 16","Available. Released 2020, March 22",154.8 x 75.6 x 8.9 mm (6.09 x 2.98 x 0.35 in),161 g (5.68 oz),"Glass front, plastic back, plastic frame","Single SIM (Nano-SIM) or Dual SIM (Nano-SIM, dual stand-by)",eMMC 5.1,"IPS LCD capacitive touchscreen, 16M colors","5.7 inches, 83.8 cm2 (~71.6% screen-to-body ratio)","720 x 1440 pixels, 18:9 ratio (~282 ppi density)",Android 9.0 Pie (Go edition),Unisoc (28nm),Quad-core 1.4 GHz,,microSDXC (dedicated slot),16GB 1GB RAM,"5 MP, f/2.2, AF","LED flash, HDR",720p@30fps,5 MP,LED flash,720p@30fps,Yes,Yes,"Wi-Fi 802.11 b/g/n, hotspot","4.2, A2DP, LE","Yes, with A-GPS",,FM radio,microUSB 2.0,"Accelerometer, proximity","Li-Ion 2800 mAh, removable",,"Cyan, Black",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nokia,Nokia C1,https://fdn2.gsmarena.com/vv/bigpic/nokia-c1-.jpg,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,eMMC 5.1,HSDPA 850 / 900 / 1900 / 2100,,,,HSPA 21.1/5.76 Mbps,"2019, December 11","Available. Released 2020, December 11",147.6 x 71.4 x 8.7 mm (5.81 x 2.81 x 0.34 in),155 g (5.47 oz),"Glass front, plastic back, plastic frame","Dual SIM (Nano-SIM, dual stand-by)",,"IPS LCD capacitive touchscreen, 16M colors","5.45 inches, 76.7 cm2 (~72.7% screen-to-body ratio)","480 x 960 pixels, 18:9 ratio (~197 ppi density)",Android 9.0 Pie (Go edition),,Quad-core 1.3 GHz,,microSDXC (dedicated slot),16GB 1GB RAM,"5 MP, f/2.4, AF",LED flash,720p@30fps,5 MP,LED flash,720p@30fps,Yes,Yes,"Wi-Fi 802.11 a/b/g/n, hotspot","4.2, A2DP, LE","Yes, with A-GPS",,FM radio,microUSB 2.0,"Accelerometer, proximity","Li-Ion 2500 mAh, removable",,"Black, Red",About 50 EUR,,,TA-1165,,,,,,,,,,,,,,Yes,,0.40 W/kg (head)     1.30 W/kg (body),,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nokia,Nokia 2.3,https://fdn2.gsmarena.com/vv/bigpic/nokia-23.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (Dual SIM model only),GSM 900 / 1800  / 850 - India,HSDPA 850 / 900 / 2100 - Global,HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100 - USA / LATAM,"1, 3, 5, 7, 8, 20, 28, 38, 40, 41 - Global",,"HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps","2019, December 05","Available. Released 2019, December 19",157.7 x 75.4 x 8.7 mm (6.21 x 2.97 x 0.34 in),183 g (6.46 oz),"Glass front, plastic back, plastic frame","Single SIM (Nano-SIM) or Hybrid Dual SIM (Nano-SIM, dual stand-by)",eMMC 5.1,"IPS LCD capacitive touchscreen, 16M colors","6.2 inches, 95.9 cm2 (~80.7% screen-to-body ratio)","720 x 1520 pixels, 19:9 ratio (~271 ppi density)","Android 9.0 (Pie), upgradable to Android 10, Android One",Mediatek MT6761 Helio A22 (12 nm),Quad-core 2.0 GHz Cortex-A53,PowerVR GE8320,microSDXC (uses shared SIM slot),32GB 2GB RAM,"13 MP, f/2.2, 1/3.1"", 1.12µm, AF 2 MP, (depth)","LED flash, HDR, panorama",1080p@30fps,"5 MP, f/2.4",,,Yes,Yes,"Wi-Fi 802.11 b/g/n, hotspot","5.0, A2DP, LE","Yes, with A-GPS, GLONASS, BDS",,FM radio,"microUSB 2.0, USB On-The-Go","Accelerometer, proximity","Li-Po 4000 mAh, non-removable",,"Cyan Green, Sand, Charcoal","$ 129.99 / € 114.47 / £ 84.99 / ₹ 8,650",,,"TA-1211, TA-1214, TA-1206, TA-1209",,,,,,,,,,,0.81 W/kg (head)     0.86 W/kg (body),,$ 129.99,,,0.41 W/kg (head)     1.40 W/kg (body),,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nokia,Nokia 7.2,https://fdn2.gsmarena.com/vv/bigpic/nokia-72.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100 - USA,HSDPA 850 / 900 / 2100 - ROW,"1, 2, 3, 4, 5, 7, 8, 12, 17, 13, 28, 66 - USA","1, 3, 5, 7, 8, 20, 28, 38, 40, 41 - ROW",,"HSPA 42.2/5.76 Mbps, LTE-A (2CA) Cat6 300/50 Mbps or LTE Cat4 150/50 Mbps","2019, September 05","Available. Released 2019, September 23",159.9 x 75.2 x 8.3 mm (6.30 x 2.96 x 0.33 in),180 g (6.35 oz),"Glass front (Gorilla Glass 3), glass back (Gorilla Glass 3), plastic frame","Single SIM (Nano-SIM) or Dual SIM (Nano-SIM, dual stand-by)",eMMC 5.1,"IPS LCD capacitive touchscreen, 16M colors","6.3 inches, 99.1 cm2 (~82.4% screen-to-body ratio)","1080 x 2280 pixels, 19:9 ratio (~400 ppi density)","Android 9.0 (Pie), upgradable to Android 10, Android One",Qualcomm SDM660 Snapdragon 660 (14 nm),Octa-core (4x2.2 GHz Kryo 260 Gold & 4x1.8 GHz Kryo 260 Silver),Adreno 512,microSDXC (dedicated slot),"64GB 4GB RAM, 64GB 6GB RAM, 128GB 6GB RAM","20 MP, f/2.0, (wide), 1/3"", 0.9µm","Zeiss optics, LED flash, panorama, HDR","4K@30fps, 1080p@30fps (gyro-EIS)",,"Zeiss optics, HDR",1080p@30fps,Yes,Yes,"Wi-Fi 802.11 b/g/n/ac, dual-band, Wi-Fi Direct, hotspot","5.0, A2DP, EDR, LE, aptX","Yes, with A-GPS, GLONASS, GALILEO, BDS",Yes (excl. India),FM radio,"USB Type-C 2.0, USB On-The-Go","Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass","Li-Po 3500 mAh, non-removable",Charging 10W,"Cyan Green, Charcoal, Ice","$ 349.00 / € 204.99 / £ 189.99 / ₹ 17,999",,,"TA-1193, TA-1178, TA-1196, TA-1181",$ 349.00,,$ 435.81,"48 MP, f/1.8, (wide), 1/2.0"", 0.8µm, PDAF 8 MP, f/2.2, 13mm (ultrawide), 1/4.0"", 1.12µm 5 MP, f/2.4, (depth)","AnTuTu: 139495 (v7), 164484 (v8) GeekBench: 5440 (v4.4), 1398 (v5.1) GFXBench: 8.1fps (ES 3.1 onscreen)",Contrast ratio: 1342:1 (nominal),Photo / Video,-29.6 LUFS (Average),Endurance rating 69h,$ 349.00,1.15 W/kg (head)     0.90 W/kg (body),,,Corning Gorilla Glass 3,,0.99 W/kg (head)     1.44 W/kg (body),Noise -93.0dB / Crosstalk -93.4dB,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nokia,Nokia 6.2,https://fdn2.gsmarena.com/vv/bigpic/nokia-62.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100 - LATAM,HSDPA 850 / 900 / 2100 - ROW,"1, 2, 3, 4, 5, 7, 8, 12, 13, 17, 28 - LATAM","1, 3, 5, 7, 8, 20, 28, 38, 40, 41 - ROW",,"HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps","2019, September 05","Available. Released 2019, October 17",159.9 x 75.1 x 8.3 mm (6.30 x 2.96 x 0.33 in),180 g (6.35 oz),"Glass front (Gorilla Glass 3), glass back (Gorilla Glass 3), plastic frame","Single SIM (Nano-SIM) or Dual SIM (Nano-SIM, dual stand-by)",eMMC 5.1,"IPS LCD capacitive touchscreen, 16M colors","6.3 inches, 99.1 cm2 (~82.5% screen-to-body ratio)","1080 x 2280 pixels, 19:9 ratio (~400 ppi density)","Android 9.0 (Pie), upgradable to Android 10, Android One",Qualcomm SDM636 Snapdragon 636 (14 nm),Octa-core (4x1.8 GHz Kryo 260 Gold & 4x1.6 GHz Kryo 260 Silver),Adreno 509,microSDXC (dedicated slot),"32GB 3GB RAM, 64GB 3GB RAM, 64GB 4GB RAM, 128GB 4GB RAM","8 MP, f/2.0, 1/4"", 1.12µm","LED flash, panorama, HDR","4K@30fps, 1080p@30fps",,HDR,1080p@30fps,Yes,Yes,"Wi-Fi 802.11 b/g/n/ac, dual-band, Wi-Fi Direct, hotspot","5.0, A2DP, EDR, LE, aptX","Yes, with A-GPS, GLONASS, GALILEO, BDS",Yes (excl. India),FM radio,"USB Type-C 2.0, USB On-The-Go","Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass","Li-Po 3500 mAh, non-removable",Charging 10W,"Ceramic Black, Ice",$ 249.00 / € 165.00 / £ 155.00,,,"TA-1200, TA-1198, TA-1201, TA-1187",,,$ 249.00,"16 MP, f/1.8, 27mm (wide), 1.0µm, PDAF 8 MP, f/2.2, 13mm (ultrawide), 1/4.0"", 1.12µm 5 MP, f/2.4, (depth)","AnTuTu: 114947 (v7), 140736 (v8) GeekBench: 4882 (v4.4) GFXBench: 5.7fps (ES 3.1 onscreen)",Contrast ratio: 1525:1 (nominal),Photo / Video,Voice 65dB / Noise 70dB / Ring 79dB,Endurance rating 73h,,1.04 W/kg (head)     1.05 W/kg (body),€ 165.00,,Corning Gorilla Glass 3,,0.97 W/kg (head)     1.42 W/kg (body),Noise -91.0dB / Crosstalk -94.8dB,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nokia,Nokia 800 Tough,https://fdn2.gsmarena.com/vv/bigpic/nokia-800t.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only),"1, 3, 5, 7, 8, 20, 28, 38, 39, 40, 41 - MENA, APAC, GCR",HSDPA 850 / 900 / 2100,IP68 water resistant (up to 1.5m for 30 mins) Flashlight MIL-STD-810G compliant* *does not guarantee ruggedness or use in extreme conditions,"1, 3, 5, 7, 8, 20 - EU",,"HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps","2019, September 05","Available. Released 2019, September 05",145.4 x 62.1 x 16.1 mm (5.72 x 2.44 x 0.63 in),161 g (5.68 oz),,"Single SIM (Nano-SIM) or Hybrid Dual SIM (Nano-SIM, dual stand-by)",SNS applications MP4/H.264 player MP3/WAV/AAC player Organizer Voice memo Predictive text input,"TFT, 256K colors","2.4 inches, 17.8 cm2 (~19.8% screen-to-body ratio)","240 x 320 pixels, 4:3 ratio (~167 ppi density)",KaiOS,Qualcomm MSM8905 Snapdragon 205 (28 nm),Dual-core (2x1.1 GHz Cortex-A7),Adreno 304,microSDHC (uses shared SIM slot),4GB 512MB,2 MP,LED flash,Yes,,,,Yes,Yes,"Wi-Fi 802.11 b/g/n, hotspot","4.1, A2DP, LE","Yes, with A-GPS, GLONASS",,FM radio,microUSB 2.0,,"Li-Ion 2100 mAh, non-removable",,"Black Steel, Desert Sand",€ 101.90 / £ 104.99,,,"TA-1189, TA-1186, TA-1180, TA-1176",,,,,,,,,,,,,,,,1.46 W/kg (head)     1.76 W/kg (body),,,,,Up to 1032 h (3G),,,,,,,,,,,,,,,,,,,€ 101.90,,,,,
nokia,Nokia 2720 Flip,https://fdn2.gsmarena.com/vv/bigpic/nokia-2720f-0.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only),"1, 3, 5, 7, 8, 20, 28, 38, 39, 40, 41 - MENA, APAC, GCR",HSDPA 850 / 900 / 2100,"Second external TFT display, 240 x 240 pixels, 1.3 inches","1, 3, 5, 7, 8, 20 - EU",,"HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps","2019, September 05","Available. Released 2019, September 05",192.7 x 54.5 x 11.6 mm (7.59 x 2.15 x 0.46 in),118 g (4.16 oz),,"Single SIM (Nano-SIM) or Dual SIM (Nano-SIM, dual stand-by)",SNS applications MP4/H.264 player MP3/WAV/AAC player Organizer Voice memo Predictive text input,"TFT, 256K colors","2.8 inches, 24.3 cm2 (~23.1% screen-to-body ratio)","240 x 320 pixels, 4:3 ratio (~143 ppi density)",KaiOS,Qualcomm MSM8905 Snapdragon 205 (28 nm),Dual-core (2x1.1 GHz Cortex-A7),Adreno 304,microSDHC (dedicated slot),4GB 512MB,2 MP,LED flash,Yes,,,,Yes,Yes,"Wi-Fi 802.11 b/g/n, hotspot","4.2, A2DP, LE","Yes, with A-GPS, GLONASS",,FM radio,microUSB 2.0,,"Li-Ion 1500 mAh, removable (BL-6V)",,"Black, Gray, Red","$ 124.99 / € 89.10 / £ 89.95 / ₹ 17,500",,,"TA-1175, TA-1173, TA-1170, TA-1168",,,,,,,,,,,0.87 W/kg (head)     1.10 W/kg (body),,,,,1.03 W/kg (head)     1.69 W/kg (body),,,,,Up to 700 h (3G),,,,,,,,,,,,,,,,,,,$ 124.99,,,,,
nokia,Nokia 220 4G,https://fdn2.gsmarena.com/vv/bigpic/nokia-220-4g.jpg,GSM / LTE,GSM 900 / 1800 - SIM 1 & SIM 2 (dual-SIM model only),No,,SNS applications MP4/H.264 player MP3/WAV/AAC player Organizer Voice memo Predictive text input,"1, 3, 5, 7, 8, 20",,LTE Cat1 10/5 Mbps,"2019, July 24","Available. Released 2019, July 24",121.3 x 52.9 x 13.4 mm (4.78 x 2.08 x 0.53 in),86.5 g (3.03 oz),,"Single SIM (Nano-SIM) or Dual SIM (Mini-SIM, dual stand-by)",,"TFT, 256K colors","2.4 inches, 17.8 cm2 (~27.8% screen-to-body ratio)","240 x 320 pixels, 4:3 ratio (~167 ppi density)",,,,,microSDHC (dedicated slot),24MB 16MB RAM,0.3 MP,LED flash,320p@15fps,,,,Yes,Yes,No,4.2,No,,"Stereo FM radio, RDS",microUSB 2.0,,"Li-Ion 1200 mAh, removable",,"Blue, Black",About 40 EUR,,,"TA-1155, TA-1171, TA-1148",,,,,,,,,,,1.42 W/kg (head)     1.13 W/kg (body),,,,,1.39 W/kg (head)     1.75 W/kg (body),,,,Up to 6 h 18 min,Up to 648 h,Up to 85.6 kbps,No,,500 entries,Yes,"SMS(threaded view), MMS, IM",Yes,,,,,,,,,,,,,,,,,
nokia,Nokia 110 (2019),https://fdn2.gsmarena.com/vv/bigpic/nokia-110-2019.jpg,GSM,GSM 900 / 1800 - SIM 1 & SIM 2,Flashlight,,No,,,,"2019, September","Available. Released 2019, September",115.2 x 49.9 x 14.3 mm (4.54 x 1.96 x 0.56 in),75 g (2.65 oz),,"Dual SIM (Mini-SIM, dual stand-by)",MP3 player,"TFT, 65K colors","1.77 inches, 9.7 cm2 (~16.9% screen-to-body ratio)","120 x 160 pixels, 4:3 ratio (~113 ppi density)",,,,,microSDHC,4MB,QVGA,,Yes,,,,Yes,Yes,No,No,No,,FM radio,microUSB 2.0,,"Li-Ion 800 mAh, removable",,"Ocean Blue, Pink, Black",About 20 EUR,,,TA-1192,,,,,,,,,,,,,,,,1.23 W/kg (head)     1.19 W/kg (body),,,,,Up to 444 h,No,No,,Yes,Yes,SMS,Yes,No,,,,,,,,,,,,,,,,
nokia,Nokia 105 (2019),https://fdn2.gsmarena.com/vv/bigpic/nokia-105-2019.jpg,GSM,GSM 900 / 1800 - SIM 1 & SIM 2 (dual-SIM model only),Flashlight,,No,,,,"2019, July","Available. Released 2019, September",119 x 49.2 x 14.4 mm (4.69 x 1.94 x 0.57 in),73 g (2.57 oz),,"Dual SIM (Mini-SIM, dual stand-by)",,"TFT, 65K colors","1.77 inches, 9.7 cm2 (~16.6% screen-to-body ratio)","120 x 160 pixels, 4:3 ratio (~113 ppi density)",,,,,No,4MB 4MB RAM,,,,,,,Yes,Yes,No,No,No,,FM radio,microUSB 1.1 (charging only),,"Li-Ion 800 mAh, removable",,"Black, Blue, Pink",About 10 EUR,,,"TA-1203, TA-1174, TA-1010, TA-1034",,,,,,,,,,,,,,,,1.50 W/kg (head)     1.38 W/kg (body),,,,Up to 14 h 24 min,Up to 619 h,No,No,,Yes,Yes,SMS,Yes,No,,,,,,,,,,,,,,,,
nokia,Nokia 3.1 C,https://fdn2.gsmarena.com/vv/bigpic/nokia-31-c.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900,eMMC 5.1,HSDPA 850 / 1700(AWS) / 1900,,"2, 4, 5, 12, 14, 29, 30",,"HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps","2019, June","Available. Released 2019, June",152.7 x 71.9 x 9.4 mm (6.01 x 2.83 x 0.37 in),156 g (5.50 oz),,Nano-SIM,,"IPS LCD capacitive touchscreen, 16M colors","5.45 inches, 76.7 cm2 (~69.8% screen-to-body ratio)","720 x 1440 pixels, 18:9 ratio (~295 ppi density)",Android 9.0 (Pie),Qualcomm SDM429 Snapdragon 429 (12 nm),Quad-core 1.8 GHz Cortex-A53,Adreno 504,microSDXC (dedicated slot),32GB 2GB RAM,"8 MP, f/2.0, AF","LED flash, HDR, panorama",1080p@30fps,"5 MP, f/2.2",HDR,720p@30fps,Yes,Yes,"Wi-Fi 802.11 b/g/n, hotspot","5.0, A2DP, LE","Yes, with A-GPS, GLONASS, BDS",,FM radio,USB Type-C 2.0,"Accelerometer, gyro, proximity","Li-Ion 2990 mAh, non-removable",Charging 10W,White,,,,TA-1140,,,,,,,,,,,1.11 W/kg (head)     0.81 W/kg (body),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nokia,Nokia 3.1 A,https://fdn2.gsmarena.com/vv/bigpic/nokia-31-a.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900,eMMC 5.1,HSDPA 850 / 1700(AWS) / 1900,,"2, 4, 5, 12, 14, 29, 30",,"HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps","2019, June","Available. Released 2019, June",152.7 x 71.9 x 9.4 mm (6.01 x 2.83 x 0.37 in),156 g (5.50 oz),,Nano-SIM,,"IPS LCD capacitive touchscreen, 16M colors","5.45 inches, 76.7 cm2 (~69.8% screen-to-body ratio)","720 x 1440 pixels, 18:9 ratio (~295 ppi density)",Android 9.0 (Pie),Qualcomm SDM429 Snapdragon 429 (12 nm),Quad-core 1.8 GHz Cortex-A53,Adreno 504,microSDXC (dedicated slot),32GB 2GB RAM,"8 MP, f/2.0, AF","LED flash, HDR, panorama",1080p@30fps,"5 MP, f/2.2",HDR,720p@30fps,Yes,Yes,"Wi-Fi 802.11 b/g/n, hotspot","5.0, A2DP, LE","Yes, with A-GPS, GLONASS, BDS",,FM radio,USB Type-C 2.0,"Accelerometer, gyro, proximity","Li-Ion 2990 mAh, non-removable",Charging 10W,Black,,,,TA1140,,,,,,,,,,,1.11 W/kg (head)     0.81 W/kg (body),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nokia,Nokia 2.2,https://fdn2.gsmarena.com/vv/bigpic/nokia-22.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (Dual SIM model only),GSM 900 / 1800 - India,"HSDPA 850 / 900 / 2100 - APAC, EMEA, India","1, 3, 5, 40, 41 - India","1, 3, 5, 7, 8, 20, 38, 40 - APAC, EMEA",,"HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps","2019, June 06","Available. Released 2019, June 11",146 x 70.6 x 9.3 mm (5.75 x 2.78 x 0.37 in),153 g (5.40 oz),"Glass front, plastic back, plastic frame","Single SIM (Nano-SIM) or Hybrid Dual SIM (Nano-SIM, dual stand-by)",eMMC 5.1,"IPS LCD capacitive touchscreen, 16M colors","5.71 inches, 81.4 cm2 (~79.0% screen-to-body ratio)","720 x 1520 pixels, 19:9 ratio (~295 ppi density)","Android 9.0 (Pie), upgradable to Android 10, Android One",Mediatek MT6761 Helio A22 (12 nm),Quad-core 2.0 GHz Cortex-A53,PowerVR GE8320,microSDXC (uses shared SIM slot),"16GB 2GB RAM, 32GB 3GB RAM","13 MP, f/2.2, 1/3.1"", 1.12µm, AF","LED flash, HDR, panorama",1080p@30fps,5 MP,,1080p@30fps,Yes,Yes,"Wi-Fi 802.11 b/g/n, hotspot","4.2, A2DP, LE","Yes, with A-GPS, GLONASS, BDS",,FM radio,"microUSB 2.0, USB On-The-Go","Accelerometer, proximity","Li-Ion 3000 mAh, removable",,"Steel, Tungsten Black",$ 99.99 / € 99.99 / £ 118.39,,,"TA-1183, TA-1179, TA-1191, TA-1188",,,,,,,,,,,0.43 W/kg (head)     1.37 W/kg (body),$ 99.99,,,,0.45 W/kg (head)     1.61 W/kg (body),,,,,,,,,,,,,,,,,,,,€ 99.99,,,,,,,,,
nokia,Nokia X71,https://fdn2.gsmarena.com/vv/bigpic/nokia-x71.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,eMMC 5.1,HSDPA 850 / 900 / 1900 / 2100,,"1, 3, 5, 7, 8, 28, 38, 40, 41",,"HSPA 42.2/5.76 Mbps, LTE-A","2019, April 02","Available. Released 2019, April 17",157.2 x 76.5 x 8 mm (6.19 x 3.01 x 0.31 in),180 g (6.35 oz),"Glass front, glass back, aluminum frame","Hybrid Dual SIM (Nano-SIM, dual stand-by)",,"IPS LCD capacitive touchscreen, 16M colors","6.39 inches, 100.9 cm2 (~83.9% screen-to-body ratio)",1080 x 2316 pixels (~400 ppi density),"Android 9.0 (Pie), Android One",Qualcomm SDM660 Snapdragon 660 (14 nm),Octa-core (4x2.2 GHz Kryo 260 Gold & 4x1.8 GHz Kryo 260 Silver),Adreno 512,microSDXC (uses shared SIM slot),"64GB 6GB RAM, 128GB 6GB RAM","16 MP, f/2.0, 1/3.06"", 1.0µm","Zeiss optics, dual-LED flash, panorama, HDR","4K@30fps, 1080p@30fps",,,1080p@30fps,Yes,Yes,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot","5.0, A2DP, LE, aptX","Yes, with A-GPS, GLONASS, BDS",,FM radio,"USB Type-C 2.0, USB On-The-Go","Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass","Li-Po 3500 mAh, non-removable",Fast charging 18W,Black,About 290 EUR,,,"TA-1167, TA-1172",,,,"48 MP, f/1.8, (wide), 1/2.0"", 0.8µm, PDAF 8 MP, 13mm (ultrawide), 1/4.0"", 1.12µm 5 MP, f/2.4, (depth)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
