Brand,Model Name,Model Image,Technology,2G bands,3G bands,4G bands,5G bands,Speed,Announced,Status,Dimensions,Weight,Build,SIM,,Type,Size,Resolution,_1,OS,Chipset,CPU,GPU,Card slot,Internal,Single,Features,Video,Single_1,Features_1,Video_1,Loudspeaker,3.5mm jack,_1_1,WLAN,Bluetooth,GPS,Radio,USB,Sensors,Type_1,Charging,Colors,Models,Price,GPRS,EDGE,NFC,Quad,Triple,128GB 6GB RAM,Infrared port,256GB 8GB RAM,Dual,Dual_1,64GB 3GB RAM,64GB 4GB RAM,32GB 2GB RAM,SAR EU,128GB 4GB RAM,128GB 8GB RAM,4GB,Five,Performance,Display,Camera,Loudspeaker_1,Battery life,512GB 8GB RAM,256GB 6GB RAM,32GB 3GB RAM,Protection,Audio quality,16GB 2GB RAM,Phonebook,Call records,Messaging,Games,Java,64GB 6GB RAM,Stand-by,32GB 4GB RAM,Talk time,Music play,SAR,Keyboard,Browser 
huawei,Huawei Enjoy 10,https://fdn2.gsmarena.com/vv/bigpic/huawei-enjoy-10.jpg,GSM / CDMA / HSPA / EVDO / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 900 / 2100,"1, 3, 5, 8, 38, 39, 40, 41",,"HSPA 42.2/5.76 Mbps, LTE-A","2019, October","Available. Released 2019, November",159.8 x 76.1 x 8.1 mm (6.29 x 3.00 x 0.32 in),176 g (6.21 oz),,"Hybrid Dual SIM (Nano-SIM, dual stand-by)",CDMA 800 & TD-SCDMA,"IPS LCD capacitive touchscreen, 16M colors","6.39 inches, 100.2 cm2 (~82.4% screen-to-body ratio)","720 x 1560 pixels, 19.5:9 ratio (~269 ppi density)",CDMA2000 1xEV-DO,"Android 9.0 (Pie), EMUI 9.1",Kirin 710F (12 nm),Octa-core (4x2.2 GHz Cortex-A73 & 4x1.7 GHz Cortex-A53),Mali-G51 MP4,microSDXC (uses shared SIM slot),"64GB 4GB RAM, 64GB 6GB RAM, 128GB 4GB RAM","8 MP, f/2.0","LED flash, HDR, panorama",1080p@30fps,,,1080p@30fps,Yes,Yes,,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot","5.0, A2DP, LE","Yes, with A-GPS, GLONASS, BDS",FM radio,"microUSB 2.0, USB On-The-Go","Accelerometer, proximity, compass","Li-Po 4000 mAh, non-removable",Charging 10W,"Aurora blue, Acacia red, Magic night black, Sky blue","ART-TL00, ART-AL00, ART-AL00x",About 150 EUR,,,,,,,,,"48 MP, f/1.8, (wide), 1/2.0"", 0.8µm, PDAF 2 MP, f/2.4, (depth)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
huawei,Huawei Mate 30 RS Porsche Design,https://fdn2.gsmarena.com/vv/bigpic/huawei-mate-30-rs-porsche-design.jpg,GSM / HSPA / LTE / 5G,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 800 / 850 / 900 / 1700(AWS) / 1900 / 2100,"1, 2, 3, 4, 5, 6, 7, 8, 9, 12, 17, 18, 19, 20, 26, 28, 32, 34, 38, 39, 40, 41 - Global","1, 3, 28, 77, 78, 79 NSA/Sub6","HSPA 42.2/5.76 Mbps, LTE-A, 5G (2+ Gbps DL)","2019, September","Available. Released 2019, November",158.1 x 73.1 x 9.3 mm (6.22 x 2.88 x 0.37 in),198 g (6.98 oz),"Glass front (Gorilla Glass 6), leather/glass back, aluminum frame","Hybrid Dual SIM (Nano-SIM, dual stand-by)","1, 2, 3, 4, 5, 6, 7, 8, 9, 12, 17, 18, 19, 20, 26, 34, 38, 39, 40, 41 - China","OLED capacitive touchscreen, 16M colors","6.53 inches, 108.7 cm2 (~94.1% screen-to-body ratio)","1176 x 2400 pixels, 18.5:9 ratio (~409 ppi density)",IP68 dust/water resistant (up to 2m for 30 mins),"Android 10, EMUI 10",Kirin 990 5G (7 nm+),Octa-core (2x2.86 GHz Cortex-A76 & 2x2.36 GHz Cortex-A76 & 4x1.95 GHz Cortex-A55),Mali-G76 MP16,"NM (Nano Memory), up to 256GB (uses shared SIM slot)",512GB 12GB RAM,,"Leica optics, dual-LED dual-tone flash, panorama, HDR","4K@30/60fps, 1080p@30/60/120fps, 1080p@960fps, 720p@7680fps, gyro-EIS",,"HDR, panorama",1080p@30fps,"Yes, with stereo speakers",No,32-bit/384kHz audio,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, DLNA, Wi-Fi Direct, hotspot","5.1, A2DP, aptX HD, LE","Yes, with dual-band A-GPS, GLONASS, BDS, GALILEO, QZSS",No,"3.1, Type-C 1.0 reversible connector, USB On-The-Go","Face ID, fingerprint (under display, optical), accelerometer, gyro, proximity, barometer, compass","Li-Po 4500 mAh, non-removable",Fast charging 40W Fast wireless charging 27W Reverse wireless charging,"Black, Red","LIO-N29, LIO-AN00P, LIO-AN00",About 1700 EUR,,,Yes,"40 MP, f/1.6, 27mm (wide), 1/1.7"", PDAF, OIS 8 MP, f/2.4, 80mm (telephoto), 1/4.0"", PDAF, OIS, 3x optical zoom 40 MP, f/1.8, 18mm (ultrawide), 1/1.54"", PDAF TOF 3D, (depth)",,,Yes,,"32 MP, f/2.0, 26mm (wide), 1/2.8"", 0.8µm TOF 3D, (depth/biometrics sensor)",,,,,,,,,,,,,,,,,,Corning Gorilla Glass 6,,,,,,,,,,,,,,,
huawei,Huawei Mate 30 Pro 5G,https://fdn2.gsmarena.com/vv/bigpic/huawei-mate30-pro-5g.jpg,GSM / HSPA / LTE / 5G,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 800 / 850 / 900 / 1700(AWS) / 1900 / 2100,"1, 2, 3, 4, 5, 6, 7, 8, 9, 12, 17, 18, 19, 20, 26, 28, 32, 34, 38, 39, 40, 41 - Global","1, 3, 28, 38, 41, 77, 78, 79 NSA/Sub6","HSPA 42.2/5.76 Mbps, LTE-A, 5G (2+ Gbps DL)","2019, September 19","Available. Released 2019, October 23",158.1 x 73.1 x 8.8 mm (6.22 x 2.88 x 0.35 in),198 g (6.98 oz),"Glass front (Gorilla Glass 6), glass back (Gorilla Glass 6), aluminum frame","Hybrid Dual SIM (Nano-SIM, dual stand-by)","1, 2, 3, 4, 5, 6, 7, 8, 9, 12, 17, 18, 19, 20, 26, 34, 38, 39, 40, 41 - China","OLED capacitive touchscreen, 16M colors","6.53 inches, 108.7 cm2 (~94.1% screen-to-body ratio)","1176 x 2400 pixels, 18.5:9 ratio (~409 ppi density)",IP68 dust/water resistant (up to 2m for 30 mins),"Android 10, EMUI 10",Kirin 990 5G (7 nm+),Octa-core (2x2.86 GHz Cortex-A76 & 2x2.36 GHz Cortex-A76 & 4x1.95 GHz Cortex-A55),Mali-G76 MP16,"NM (Nano Memory), up to 256GB (uses shared SIM slot)","128GB 8GB RAM, 256GB 8GB RAM, 512GB 8GB RAM",,"Leica optics, dual-LED dual-tone flash, panorama, HDR","4K@30/60fps, 1080p@30/60/120fps, 1080p@960fps, 720p@7680fps, gyro-EIS",,"HDR, panorama",1080p@30fps,Yes,No,32-bit/384kHz audio,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, DLNA, Wi-Fi Direct, hotspot","5.1, A2DP, aptX HD, LE","Yes, with dual-band A-GPS, GLONASS, BDS, GALILEO, QZSS",No,"3.1, Type-C 1.0 reversible connector, USB On-The-Go","Face ID, fingerprint (under display, optical), accelerometer, gyro, proximity, barometer, compass","Li-Po 4500 mAh, non-removable",Fast charging 40W Fast wireless charging 27W Reverse wireless charging,"Black, Space Silver, Cosmic Purple, Emerald Green, Orange, Forest Green","LIO-N29, LIO-AL10, LIO-TL10","$ 1,039.99 / £ 1,119.85",,,Yes,"40 MP, f/1.6, 27mm (wide), 1/1.7"", PDAF, OIS 8 MP, f/2.4, 80mm (telephoto), 1/4.0"", PDAF, OIS, 3x optical zoom 40 MP, f/1.8, 18mm (ultrawide), 1/1.54"", PDAF TOF 3D, (depth)",,,Yes,"£ 1,119.85","32 MP, f/2.0, 26mm (wide), 1/2.8"", 0.8µm TOF 3D, (depth/biometrics sensor)",,,,,,,,,,,,,,,"£ 1,272.70",,,Corning Gorilla Glass 6,,,,,,,,,,,,,,,
huawei,Huawei Mate 30 Pro,https://fdn2.gsmarena.com/vv/bigpic/huawei-mate30-pro-.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only),HSDPA 800 / 850 / 900 / 1700(AWS) / 1900 / 2100,"1, 2, 3, 4, 5, 6, 7, 8, 9, 12, 17, 18, 19, 20, 26, 28, 32, 34, 38, 39, 40, 41 - Global",,"HSPA 42.2/5.76 Mbps, LTE-A","2019, September 19","Available. Released 2019, September 26",158.1 x 73.1 x 8.8 mm (6.22 x 2.88 x 0.35 in),198 g (6.98 oz),"Glass front (Gorilla Glass 6), glass back (Gorilla Glass 6), aluminum frame","Single SIM (Nano-SIM) or Hybrid Dual SIM (Nano-SIM, dual stand-by)","1, 2, 3, 4, 5, 6, 7, 8, 9, 12, 17, 18, 19, 20, 26, 34, 38, 39, 40, 41 - China","OLED capacitive touchscreen, 16M colors","6.53 inches, 108.7 cm2 (~94.1% screen-to-body ratio)","1176 x 2400 pixels, 18.5:9 ratio (~409 ppi density)",IP68 dust/water resistant (up to 2m for 30 mins),"Android 10, EMUI 10",Kirin 990 (7 nm),Octa-core (2x2.86 GHz Cortex-A76 & 2x2.09 GHz Cortex-A76 & 4x1.86 GHz Cortex-A55),Mali-G76 MP16,"NM (Nano Memory), up to 256GB (uses shared SIM slot)","128GB 8GB RAM, 256GB 8GB RAM",,"Leica optics, dual-LED dual-tone flash, panorama, HDR","4K@30/60fps, 1080p@30/60/120fps, 1080p@960fps, 720p@7680fps, gyro-EIS",,"HDR, panorama",1080p@30fps,Yes,No,32-bit/384kHz audio,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, DLNA, Wi-Fi Direct, hotspot","5.1, A2DP, aptX HD, LE","Yes, with dual-band A-GPS, GLONASS, BDS, GALILEO, QZSS",No,"3.1, Type-C 1.0 reversible connector, USB On-The-Go","Face ID, fingerprint (under display, optical), accelerometer, gyro, proximity, barometer, compass","Li-Po 4500 mAh, non-removable",Fast charging 40W Fast wireless charging 27W Reverse wireless charging,"Black, Space Silver, Cosmic Purple, Emerald Green","LIO-L09, LIO-L29, LIO-AL00, LIO-TL00",$ 632.01 / £ 699.99,,,Yes,"40 MP, f/1.6, 27mm (wide), 1/1.7"", PDAF, OIS 8 MP, f/2.4, 80mm (telephoto), 1/4.0"", PDAF, OIS, 3x optical zoom 40 MP, f/1.8, 18mm (ultrawide), 1/1.54"", PDAF TOF 3D, (depth)",,,Yes,£ 699.99,"32 MP, f/2.0, 26mm (wide), 1/2.8"", 0.8µm TOF 3D, (depth/biometrics sensor)",,,,,,,£ 875.30,,,"AnTuTu: 378950 (v7), 484529 (v8) GeekBench: 11936 (v4.4), 3038 (v5.1) GFXBench: 34fps (ES 3.1 onscreen)",Contrast ratio: Infinite (nominal),Photo / Video,-29.3 LUFS (Average),Endurance rating 103h,,,,Corning Gorilla Glass 6,,,,,,,,,,,,,,,
huawei,Huawei Mate 30 5G,https://fdn2.gsmarena.com/vv/bigpic/huawei-mate30-5g.jpg,GSM / HSPA / LTE / 5G,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 800 / 850 / 900 / 1700(AWS) / 1900 / 2100,"1, 2, 3, 4, 5, 6, 7, 8, 9, 12, 17, 18, 19, 20, 26, 34, 38, 39, 40, 41","41, 77, 78, 79 NSA/Sub6","HSPA 42.2/5.76 Mbps, LTE-A, 5G (2+ Gbps DL)","2019, September","Available. Released 2019, October",160.8 x 76.1 x 8.4 mm (6.33 x 3.00 x 0.33 in),196 g (6.91 oz),"Glass front, glass back, aluminum frame","Hybrid Dual SIM (Nano-SIM, dual stand-by)",IP53 dust and splash protection,"OLED capacitive touchscreen, 16M colors","6.62 inches, 107.6 cm2 (~87.9% screen-to-body ratio)","1080 x 2340 pixels, 19.5:9 ratio (~389 ppi density)",HDR10,"Android 10, EMUI 10",Kirin 990 5G (7 nm+),Octa-core (2x2.86 GHz Cortex-A76 & 2x2.36 GHz Cortex-A76 & 4x1.95 GHz Cortex-A55),Mali-G76 MP16,"NM (Nano Memory), up to 256GB (uses shared SIM slot)","128GB 6GB RAM, 128GB 8GB RAM, 256GB 8GB RAM",,"Leica optics, dual-LED dual-tone flash, panorama, HDR","4K@30/60fps, 1080p@30/60/120fps, 720p@960fps, gyro-EIS",,HDR,1080p@30fps,"Yes, with stereo speakers",Yes,32-bit/384kHz audio,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, DLNA, Wi-Fi Direct, hotspot","5.1, A2DP, aptX HD, LE","Yes, with dual-band A-GPS, GLONASS, BDS, GALILEO, QZSS",No,"3.1, Type-C 1.0 reversible connector, USB On-The-Go","Face ID, fingerprint (under display, optical), accelerometer, gyro, proximity, barometer, compass","Li-Po 4200 mAh, non-removable",Fast charging 40W Fast wireless charging 27W Reverse wireless charging,"Black, Space Silver, Cosmic Purple, Emerald Green, Orange, Forest Green","TAS-AN00, TAS-TN00",About 650 EUR,,,Yes,,"40 MP, f/1.8, 27mm (wide), 1/1.54"", PDAF, Laser AF 8 MP, f/2.4, 80mm (telephoto), 1/4.0"", PDAF, OIS, 3x optical zoom 16 MP, f/2.2, 17mm (ultrawide)",,Yes,,"24 MP, f/2.0, 26mm (wide), 1/2.8"", 0.9µm TOF 3D, (depth/biometrics sensor)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
huawei,Huawei Mate 30,https://fdn2.gsmarena.com/vv/bigpic/huawei-mate30-.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only),HSDPA 800 / 850 / 900 / 1700(AWS) / 1900 / 2100,"1, 2, 3, 4, 5, 6, 7, 8, 9, 12, 17, 18, 19, 20, 26, 28, 32, 34, 38, 39, 40, 41, 66 - Global",,"HSPA 42.2/5.76 Mbps, LTE-A","2019, September","Available. Released 2019, September",160.8 x 76.1 x 8.4 mm (6.33 x 3.00 x 0.33 in),196 g (6.91 oz),"Glass front, glass back, aluminum frame","Single SIM (Nano-SIM) or Hybrid Dual SIM (Nano-SIM, dual stand-by)","1, 2, 3, 4, 5, 6, 7, 8, 9, 12, 17, 18, 19, 20, 26, 34, 38, 39, 40, 41 - China","OLED capacitive touchscreen, 16M colors","6.62 inches, 107.6 cm2 (~87.9% screen-to-body ratio)","1080 x 2340 pixels, 19.5:9 ratio (~389 ppi density)",IP53 dust and splash protection,"Android 10, EMUI 10",Kirin 990 (7 nm+),Octa-core (2x2.86 GHz Cortex-A76 & 2x2.09 GHz Cortex-A76 & 4x1.86 GHz Cortex-A55),Mali-G76 MP16,"NM (Nano Memory), up to 256GB (uses shared SIM slot)","128GB 6GB RAM, 128GB 8GB RAM",,"Leica optics, dual-LED dual-tone flash, panorama, HDR","4K@30/60fps, 1080p@30/60/120fps, 720p@960fps, gyro-EIS",,HDR,1080p@30fps,"Yes, with stereo speakers",Yes,32-bit/384kHz audio,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, DLNA, Wi-Fi Direct, hotspot","5.1, A2DP, aptX HD, LE","Yes, with dual-band A-GPS, GLONASS, BDS, GALILEO, QZSS",No,"3.1, Type-C 1.0 reversible connector, USB On-The-Go","Face ID, fingerprint (under display, optical), accelerometer, gyro, proximity, barometer, compass","Li-Po 4200 mAh, non-removable",Fast charging 40W Fast wireless charging 27W Reverse wireless charging,"Black, Space Silver, Cosmic Purple, Emerald Green","TAS-L09, TAS-L29, TAS-AL00, TAS-TL00",About 550 EUR,,,Yes,,"40 MP, f/1.8, 27mm (wide), 1/1.54"", PDAF, Laser AF 8 MP, f/2.4, 80mm (telephoto), 1/4.0"", PDAF, OIS, 3x optical zoom 16 MP, f/2.2, 17mm (ultrawide)",,Yes,,"24 MP, f/2.0, 26mm (wide), 1/2.8"", 0.9µm TOF 3D, (depth/biometrics sensor)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
huawei,Huawei Watch GT 2,https://fdn2.gsmarena.com/vv/bigpic/huawei-watch-gt2-.jpg,No cellular connectivity,N/A,N/A,N/A,,No,"2019, September","Available. Released 2019, October",45.9 x 45.9 x 10.7 mm (1.81 x 1.81 x 0.42 in),41 g (1.45 oz),"Glass front, ceramic back, stainless steel frame",No,50m water resistant,"OLED capacitive touchscreen, 16M colors","1.39 inches, 12.5 cm2 (~59.4% screen-to-body ratio)","454 x 454 pixels, 1:1 ratio (~326 ppi density)",eMMC,Huawei wearable platform,,,,No,4GB 32MB RAM,,,,,,,Yes (46mm only),No,Only 46mm series support Bluetooth calling,No,"5.1, LE, EDR","Yes, with GLONASS, GALILEO",No,No,"Accelerometer, gyro, heart rate, barometer, compass","Li-Ion 455 mAh, non-removable",,"Titanium Grey Stainless Steel, Black Stainless Steel, Stainless Steel","LTN-B19, DAN-B19",€ 154.70 / $ 118.00,No,No,Yes (China only),,,,,,,,,,,,,,€ 154.70,,,,,,,,,,,,,,,,,,,,,,,,,
huawei,Huawei nova 5i Pro,https://fdn2.gsmarena.com/vv/bigpic/huawei-nova-5i-pro.jpg,GSM / CDMA / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 800 / 850 / 900 / 1700(AWS) / 2100,"1, 3, 4, 5, 8, 19, 34, 38, 39, 40, 41",,"HSPA 42.2/5.76 Mbps, LTE-A","2019, July","Available. Released 2019, July",156.1 x 73.9 x 8.3 mm (6.15 x 2.91 x 0.33 in),178 g (6.28 oz),"Glass front, plastic back, plastic frame","Hybrid Dual SIM (Nano-SIM, dual stand-by)",CDMA 800 & TD-SCDMA,"LTPS IPS LCD capacitive touchscreen, 16M colors","6.26 inches, 96.2 cm2 (~83.4% screen-to-body ratio)","1080 x 2340 pixels, 19.5:9 ratio (~412 ppi density)",,"Android 9.0 (Pie), EMUI 9.1",Kirin 810 (7 nm),Octa-core (2x2.27 GHz Cortex-A76 & 6x1.88 GHz Cortex-A55),Mali-G52 MP6,"NM (Nano Memory), up to 256GB (uses shared SIM slot)","128GB 6GB RAM, 128GB 8GB RAM, 256GB 8GB RAM","32 MP, f/2.0, 26mm (wide), 1/2.8"", 0.8µm","LED flash, HDR, panorama","4K@30fps, 1080p@30fps",,HDR,1080p@30fps,Yes,Yes,,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot","5.0, A2DP, LE","Yes, with A-GPS, GLONASS, GALILEO, QZSS, BDS",FM radio,"2.0, Type-C 1.0 reversible connector, USB On-The-Go","Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass","Li-Po 4000 mAh, non-removable",Fast charging 20W,"Black, Aurora, Emerald Green","SPN-AL00, SPN-TL00",About 290 EUR,,,,"48 MP, f/1.8, 26mm (wide), 1/2.0"", 0.8µm, PDAF 8 MP, (ultrawide) 2 MP, f/2.4, (macro) 2 MP, f/2.4, (depth)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
huawei,Huawei Enjoy 10 Plus,https://fdn2.gsmarena.com/vv/bigpic/huawei-enjoy-10-plus.jpg,GSM / CDMA / HSPA / EVDO / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100,"1, 3, 4, 5, 8, 19, 34, 38, 39, 40, 41",,"HSPA 42.2/5.76 Mbps, LTE-A (2CA) Cat6 400/50 Mbps","2019, September","Available. Released 2019, September",163.5 x 77.3 x 8.8 mm (6.44 x 3.04 x 0.35 in),163.5 g (5.78 oz),,"Hybrid Dual SIM (Nano-SIM, dual stand-by)",CDMA 800 & TD-SCDMA,"IPS LCD capacitive touchscreen, 16M colors","6.59 inches, 106.6 cm2 (~84.3% screen-to-body ratio)","1080 x 2340 pixels, 19.5:9 ratio (~391 ppi density)",CDMA2000 1xEV-DO,"Android 9.0 (Pie), EMUI 9.1",Kirin 710F (12 nm),Octa-core (4x2.2 GHz Cortex-A73 & 4x1.7 GHz Cortex-A53),Mali-G51 MP4,microSDXC (uses shared SIM slot),"128GB 4GB RAM, 128GB 6GB RAM, 128GB 8GB RAM","Motorized pop-up 16 MP, f/2.2","LED flash, HDR, panorama",1080p@30fps,,,1080p@30fps,Yes,Yes,UFS 2.1,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot - STK-AL00Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot - STK-TL00","4.2, A2DP, LE","Yes, with A-GPS, GLONASS, BDS",FM radio,"2.0, Type-C 1.0 reversible connector, USB On-The-Go","Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass","Li-Po 4000 mAh, non-removable",Charging 10W,"Red Tea Orange, Emerald, Gradient, Magic Night Black","STK-AL00, STK-TL00",About 190 EUR,,,,,"48 MP, f/1.8, (wide), 1/2.0"", 0.8µm, PDAF 8 MP, f/2.4, 13mm (ultrawide) 2 MP, f/2.4, (depth)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
huawei,Huawei nova 5T,https://fdn2.gsmarena.com/vv/bigpic/huawei-nova-5t.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 800 / 850 / 900 / 1700(AWS) / 1900 / 2100,"1, 2, 3, 4, 5, 7, 8, 18, 19, 20, 26, 28, 38, 40, 41",,"HSPA 42.2/5.76 Mbps, LTE-A","2019, August 27","Available. Released 2019, September 05",154.3 x 74 x 7.8 mm (6.07 x 2.91 x 0.31 in),174 g (6.14 oz),"Glass front, glass back, aluminum frame","Dual SIM (Nano-SIM, dual stand-by)",UFS 2.1,"IPS LCD capacitive touchscreen, 16M colors","6.26 inches, 96.2 cm2 (~84.2% screen-to-body ratio)","1080 x 2340 pixels, 19.5:9 ratio (~412 ppi density)",32-bit/192kHz audio,"Android 9.0 (Pie), upgradable to Android 10, EMUI 10",Kirin 980 (7 nm),Octa-core (2x2.6 GHz Cortex-A76 & 2x1.92 GHz Cortex-A76 & 4x1.8 GHz Cortex-A55),Mali-G76 MP10,No,"128GB 6GB RAM, 128GB 8GB RAM","32 MP, f/2.0, 26mm (wide), 1/2.8"", 0.8µm","LED flash, HDR, panorama","4K@30fps, 1080p@30/60fps; gyro-EIS",,HDR,"1080p@30fps, gyro-EIS",Yes,No,,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot","5.0, A2DP, aptX HD, LE","Yes, with dual-band A-GPS, GLONASS, BDS, GALILEO, QZSS",No,"2.0, Type-C 1.0 reversible connector, USB On-The-Go","Fingerprint (side-mounted), accelerometer, gyro, proximity, compass","Li-Po 3750 mAh, non-removable","Fast charging 22.5W, 50% in 24 min (advertised)","Black, Crush Blue, Midsummer Purple, Crush Green","YAL-L21, YAL-L61, YAL-L71, YAL-L61D",€ 279.00 / $ 280.97 / £ 239.00,,,Yes,"48 MP, f/1.8, 28mm (wide), 1/2.0"", 0.8µm, PDAF 16 MP, f/2.2, 13mm (ultrawide), 1/3.1"" 2 MP, f/2.4, (macro) 2 MP, f/2.4, (depth)",,€ 279.00,,,,,,,,,,£ 268.00,,,"AnTuTu: 313024 (v7), 395503 (v8) GeekBench: 10013 (v4.4), 2504 (v5.1) GFXBench: 29fps (ES 3.1 onscreen)",,,,,,,,,,,,,,,,,,,,,,,
huawei,Huawei MediaPad M6 10.8,https://fdn2.gsmarena.com/vv/bigpic/huawei-mediapad-m6-108.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900,HSDPA 850 / 900 / 1900 / 2100,LTE (unspecified),,"HSPA 42.2/5.76 Mbps, LTE-A (3CA) Cat12 600/75 Mbps","2019, June","Available. Released 2019, July 10",257 x 170 x 7.2 mm (10.12 x 6.69 x 0.28 in),498 g (1.10 lb),,Nano-SIM,Stylus support,"IPS LCD capacitive touchscreen, 16M colors","10.8 inches, 338.2 cm2 (~77.4% screen-to-body ratio)","2560 x 1600 pixels, 16:10 ratio (~280 ppi density)",UFS 2.1,"Android 9.0 (Pie), EMUI 9.1",Kirin 980 (7 nm),Octa-core (2x2.6 GHz Cortex-A76 & 2x1.92 GHz Cortex-A76 & 4x1.8 GHz Cortex-A55),Mali-G76 MP10,microSDXC (dedicated slot),"64GB 4GB RAM, 128GB 4GB RAM","13 MP, PDAF","LED flash, HDR, panorama",1080p@30fps,8 MP,,1080p@30fps,"Yes, with stereo speakers",Yes,Tuned by Harman Kardon,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot","5.0, A2DP, LE","Yes, with A-GPS",No,"2.0, Type-C 1.0 reversible connector, magnetic connector","Fingerprint (front-mounted), accelerometer, gyro, proximity, compass","Li-Po 7500 mAh, non-removable",,Champagne Gold,,About 300 EUR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
huawei,Huawei MediaPad M6 Turbo 8.4,https://fdn2.gsmarena.com/vv/bigpic/huawei-mediapad-m6-turbo.jpg,GSM / CDMA / HSPA / LTE,GSM 850 / 900 / 1800 / 1900,HSDPA 800 / 850 / 900 / 1700(AWS) / 1900 / 2100,"1, 3, 4, 5, 8, 19, 34, 38, 39, 40, 41",,"HSPA 42.2/5.76 Mbps, LTE-A (3CA) Cat12 600/75 Mbps","2019, September","Available. Released 2019, September",206.4 x 125.2 x 8.2 mm (8.13 x 4.93 x 0.32 in),340 g (11.99 oz),,Nano-SIM,CDMA 800 & TD-SCDMA,"IPS LCD capacitive touchscreen, 16M colors","8.4 inches, 204.6 cm2 (~79.2% screen-to-body ratio)","2560 x 1600 pixels, 16:10 ratio (~359 ppi density)",UFS 2.1,"Android 9.0 (Pie), EMUI 9.1",Kirin 980 (7 nm),Octa-core (2x2.6 GHz Cortex-A76 & 2x1.92 GHz Cortex-A76 & 4x1.8 GHz Cortex-A55),Mali-G76 MP10,microSDXC (dedicated slot),128GB 6GB RAM,"13 MP, f/1.8, PDAF","LED flash, HDR, panorama",1080p@30fps,"8 MP, f/2.0",,1080p@30fps,"Yes, with stereo speakers",No,Tuned by Harman Kardon,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot","5.0, A2DP, LE","Yes, with A-GPS, GLONASS, BDS",No,"2.0, Type-C 1.0 reversible connector, USB On-The-Go","Accelerometer, gyro, proximity, compass","Li-Po 6100 mAh, non-removable",,"Phantom Red, Phantom Blue","VRD-AL10, VRD-W10",About 350 EUR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
