Brand,Model Name,Model Image,Technology,2G bands,3G bands,4G bands,Speed,Announced,Status,Dimensions,Weight,Build,SIM,Type,Size,Resolution,OS,Chipset,CPU,GPU,Card slot,Internal,,Triple,Features,Video,Single,Features_1,Video_1,Loudspeaker,3.5mm jack,WLAN,Bluetooth,GPS,Radio,USB,Sensors,Type_1,Charging,Colors,Models,Price,64GB 4GB RAM,32GB 3GB RAM,_1,_1_1,Dual,32GB 2GB RAM,Single_1,16GB 2GB RAM,Protection,NFC,GPRS,EDGE,8GB 1GB RAM,16GB 1GB RAM,Infrared port,Stand-by,Talk time,Music play,Phonebook,Call records,Messaging,Games,Java,SAR EU,Display,Camera,Loudspeaker_1,Audio quality,Battery life,SAR,Keyboard,Browser,Alert types,Clock,Alarm,Languages,Quad
allview,Allview E2 Jump,https://fdn2.gsmarena.com/vv/bigpic/allview-e2-jump.jpg,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 900 / 2100,,HSPA 21.1/5.76 Mbps,"2015, February. Released 2015, February",Discontinued,134.6 x 66.8 x 11 mm (5.30 x 2.63 x 0.43 in),152 g (5.36 oz),,"Dual SIM (Micro-SIM, dual stand-by)",IPS LCD capacitive touchscreen,"4.5 inches, 55.8 cm2 (~62.1% screen-to-body ratio)","480 x 854 pixels, 16:9 ratio (~218 ppi density)",Android 4.4.2 (KitKat),Mediatek MT6582 (28 nm),Quad-core 1.3 GHz Cortex-A7,Mali-400MP2,microSDHC,8GB 1GB RAM,IPX5 certified,,"LED flash, HDR",1080p@30fps,"5 MP, AF",,,Yes,Yes,Wi-Fi 802.11 b/g/n,"4.0, A2DP, EDR","Yes, with A-GPS",FM radio,microUSB 2.0,"Accelerometer, proximity","Li-Ion 2000 mAh, removable",,Black/Green,,,,,,,,,VGA,,,,,,,,,Up to 200 h,Up to 8 h 20 min,,,,,,,1.01 W/kg (head),,,,,,,,,,,,,
allview,Allview E3 Sign,https://fdn2.gsmarena.com/vv/bigpic/allview-e3-sign.jpg,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 900 / 2100,,HSPA 21.1/11.5 Mbps,"2015, March. Released 2015, March",Discontinued,152.5 x 75.9 x 9.3 mm (6.00 x 2.99 x 0.37 in),161.9 g (6.74 oz),,"Dual SIM (Micro-SIM, dual stand-by)",IPS LCD capacitive touchscreen,"5.5 inches, 83.4 cm2 (~72.0% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~267 ppi density)",Android 4.4.2 (KitKat),Mediatek MT6582 (28 nm),Quad-core 1.3 GHz Cortex-A7,Mali-400MP2,microSDHC,16GB 2GB RAM,,,"Dual-LED flash, HDR",1080p@30fps,"8 MP, AF",,,Yes,Yes,Wi-Fi 802.11 b/g/n,"4.0, A2DP, EDR","Yes, with A-GPS",FM radio,microUSB 2.0,"Fingerprint (rear-mounted), accelerometer, proximity","Li-Po 2800 mAh, removable",,Black,,,,,,,,,2 MP,,Scratch-resistant glass,,,,,,Yes,Up to 280 h,Up to 10 h 20 min,,,,,,,0.67 W/kg (head),,,,,,,,,,,,,
allview,Allview P4 Life,https://fdn2.gsmarena.com/vv/bigpic/allview-p4-life.jpg,GSM / HSPA,GSM 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 900 / 2100,,HSPA 21.1/5.76 Mbps,"2014, December. Released 2014, December",Discontinued,120.9 x 57.6 x 9.3 mm (4.76 x 2.27 x 0.37 in),125.2 g (4.41 oz),,"Dual SIM (Micro-SIM, dual stand-by)",IPS LCD capacitive touchscreen,"4.0 inches, 45.5 cm2 (~65.4% screen-to-body ratio)","480 x 800 pixels, 5:3 ratio (~233 ppi density)","Android 4.4.2 (KitKat), upgradable to 5.0 (Lollipop)",Mediatek MT6592 (28 nm),Quad-core 1.3 GHz Cortex-A7,Mali-450MP4,microSDHC,8GB 1GB RAM,,,"LED flash, HDR",1080p@30fps,5 MP,,,Yes,Yes,Wi-Fi 802.11 b/g/n,"4.0, A2DP, EDR","Yes, with A-GPS",FM radio,microUSB 2.0,"Accelerometer, proximity","Li-Ion 1600 mAh, removable",,Black,,,,,,,,,VGA,,Scratch-resistant glass,,,,,,,Up to 165 h,Up to 7 h 15 min,,,,,,,0.86 W/kg (head),,,,,,,,,,,,,
allview,Allview P5 Life,https://fdn2.gsmarena.com/vv/bigpic/allview-p5-life.jpg,GSM / HSPA,GSM 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 900 / 2100,,HSPA 21.1/5.76 Mbps,"2014, December. Released 2014, December",Discontinued,133.2 x 66.4 x 9 mm (5.24 x 2.61 x 0.35 in),127 g (4.48 oz),,"Dual SIM (Micro-SIM, dual stand-by)",IPS LCD capacitive touchscreen,"4.5 inches, 55.8 cm2 (~63.1% screen-to-body ratio)","480 x 854 pixels, 16:9 ratio (~218 ppi density)",Android 5.0 (Lollipop),Mediatek MT6582 (28 nm),Quad-core 1.3 GHz Cortex-A7,Mali-400MP2,microSDHC,8GB 1GB RAM,,,"LED flash, HDR",1080p@30fps,5 MP,,,Yes,Yes,Wi-Fi 802.11 b/g/n,"4.0, A2DP, EDR","Yes, with A-GPS","FM radio, RDS",microUSB 2.0,"Accelerometer, proximity","Li-Ion 1850 mAh, removable",,Black,,,,,,,,,2 MP,,,,,,,,,Up to 185 h,Up to 8 h 25 min,,,,,,,1.15 W/kg (head),,,,,,,,,,,,,
allview,Allview P6 Energy,https://fdn2.gsmarena.com/vv/bigpic/allview-p6-energy.jpg,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 900 / 2100,,HSPA 21.1/5.76 Mbps,"2015, January. Released 2015, January",Discontinued,144.5 x 71.5 x 10.3 mm (5.69 x 2.81 x 0.41 in),176.6 g (6.24 oz),,"Dual SIM (Micro-SIM, dual stand-by)",IPS LCD capacitive touchscreen,"5.0 inches, 68.9 cm2 (~66.7% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~294 ppi density)",Android 5.0 (Lollipop),Mediatek MT6582 (28 nm),Quad-core 1.3 GHz Cortex-A7,Mali-400MP2,microSDHC,8GB 1GB RAM,,,"LED flash, HDR",1080p@30fps,"8 MP, AF",,,Yes,Yes,Wi-Fi 802.11 b/g/n,"4.0, A2DP, EDR","Yes, with A-GPS",FM radio,microUSB 2.0,"Accelerometer, proximity","Li-Ion 5000 mAh, non-removable",,Black,,,,,,,,,2 MP,,Scratch-resistant glass,,,,,,,Up to 500 h,Up to 23 h 20 min,,,,,,,0.73 W/kg (head),,,,,,,,,,,,,
allview,Allview Viper E,https://fdn2.gsmarena.com/vv/bigpic/allview-viper-e.jpg,GSM / HSPA,GSM 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 900 / 2100,,HSPA 21.1/5.76 Mbps,"2014, September. Released 2014, September",Discontinued,131 x 65 x 7.8 mm (5.16 x 2.56 x 0.31 in),122.5 g (4.34 oz),,"Dual SIM (Micro-SIM, dual stand-by)",IPS LCD capacitive touchscreen,"4.5 inches, 55.8 cm2 (~65.5% screen-to-body ratio)","480 x 854 pixels, 16:9 ratio (~218 ppi density)",Android 5.0 (Lollipop),Mediatek MT6582 (28 nm),Quad-core 1.3 GHz Cortex-A7,Mali-400MP2,microSDHC,8GB 1GB RAM,Yamaha amplifier,,"LED flash, HDR",1080p@30fps,"8 MP, AF",,,Yes,Yes,Wi-Fi 802.11 b/g/n,"4.0, A2DP, EDR","Yes, with A-GPS",FM radio,microUSB 2.0,"Accelerometer, proximity, compass","Li-Ion 1800 mAh, removable",,"Black, White",,,,,,,,,2 MP,,Asahi Dragontrail Glass,,,,,,,Up to 225 h,Up to 9 h 15 min,,,,,,,0.84 W/kg (head),,,,,,,,,,,,,
allview,Allview Viper L,https://fdn2.gsmarena.com/vv/bigpic/allview-viper-l.jpg,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 900 / 2100,,HSPA 21.1/11.5 Mbps,"2015, February. Released 2015, February",Discontinued,142 x 71.5 x 8.6 mm (5.59 x 2.81 x 0.34 in),-,,"Dual SIM (Micro-SIM, dual stand-by)",TFT capacitive touchscreen,"5.0 inches, 68.9 cm2 (~67.9% screen-to-body ratio)","480 x 854 pixels, 16:9 ratio (~196 ppi density)",Android 4.4.2 (KitKat),Mediatek MT6582 (28 nm),Quad-core 1.3 GHz Cortex-A7,Mali-400MP2,microSDHC,8GB 1GB RAM,,,"LED flash, HDR",1080p@30fps,"5 MP, AF",LED flash,,Yes,Yes,Wi-Fi 802.11 b/g/n,"4.0, A2DP, EDR","Yes, with A-GPS",FM radio,microUSB 2.0,"Accelerometer, proximity, compass","Li-Ion 1950 mAh, removable",,"Black, White",,,,,,,,,2 MP,,,,,,,,,Up to 195 h,Up to 8 h 30 min,,,,,,,0.76 W/kg (head),,,,,,,,,,,,,
allview,Allview V1 Viper i4G,https://fdn2.gsmarena.com/vv/bigpic/allview-v1-viper-i4g.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 900 / 2100,"1, 3, 7, 20","HSPA 42.2/11.5 Mbps, LTE Cat4 150/50 Mbps",2015. Released 2015,Discontinued,137.3 x 68.3 x 9.6 mm (5.41 x 2.69 x 0.38 in),149.9 g (5.29 oz),,"Dual SIM (Micro-SIM, dual stand-by)",TFT capacitive touchscreen,"4.7 inches, 60.9 cm2 (~64.9% screen-to-body ratio)","480 x 854 pixels, 16:9 ratio (~208 ppi density)",Android 4.4.2 (KitKat),Mediatek MT6582 (28 nm),Quad-core 1.3 GHz Cortex-A7,Mali-400MP2,microSDHC,8GB 1GB RAM,,,"LED flash, HDR",1080p@30fps,"5 MP, AF",,,Yes,Yes,Wi-Fi 802.11 b/g/n,"4.0, A2DP, EDR","Yes, with A-GPS",FM radio,microUSB 2.0,"Accelerometer, proximity, compass","Li-Po 1800 mAh, removable",,"Black, White",,,,,,,,,2 MP,,Asahi Dragontrail Glass,,,,,,,Up to 180 h,Up to 8 h 20 min,,,,,,,0.44 W/kg (head),,,,,,,,,,,,,
allview,Allview V1 Viper S4G,https://fdn2.gsmarena.com/vv/bigpic/allview-viper-s4g.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 900 / 1900 / 2100,"3, 7, 40","HSPA, LTE Cat4 150/50 Mbps","2014, September. Released 2014, September",Discontinued,143 x 70.7 x 6.9 mm (5.63 x 2.78 x 0.27 in),124.7 g (4.37 oz),,"Dual SIM (Micro-SIM, dual stand-by)",IPS LCD capacitive touchscreen,"5.0 inches, 68.9 cm2 (~68.2% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~294 ppi density)",Android 4.4 (KitKat),Qualcomm MSM8926 Snapdragon 400 (28 nm),Quad-core 1.2 GHz Cortex-A7,Adreno 305,microSDHC,16GB 2GB RAM,eMMC 4.5,,"LED flash, HDR",1080p@30fps,"8 MP, AF",LED flash,,Yes,Yes,Wi-Fi 802.11 b/g/n,"4.0, A2DP, EDR","Yes, with A-GPS","FM radio, RDS",microUSB 2.0,"Accelerometer, proximity","Li-Po 1950 mAh, removable",,"Black, White",,,,,,,,,5 MP,,Scratch-resistant glass,,,,,,,Up to 195 h,Up to 9 h 45 min,,,,,,,0.76 W/kg (head),,,,,,,,,,,,,
allview,Allview X2 Soul Pro,https://fdn2.gsmarena.com/vv/bigpic/allview-x2-soul-pro.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 900 / 1900 / 2100,"2, 3, 7, 8, 20, 38, 40","HSPA 21.1/5.76 Mbps, LTE Cat4 150/50 Mbps","2015, March. Released 2015, March",Discontinued,148.8 x 72.4 x 5.5 mm (5.86 x 2.85 x 0.22 in),126.5 g (4.48 oz),,"Dual SIM (Micro-SIM, dual stand-by)",OLED capacitive touchscreen,"5.2 inches, 74.5 cm2 (~69.2% screen-to-body ratio)","1080 x 1920 pixels, 16:9 ratio (~424 ppi density)",Android 5.0 (Lollipop),Mediatek MT6752 (28 nm),Octa-core 1.7 GHz Cortex-A53,Mali-T760MP2,No,16GB 2GB RAM,,,"LED flash, HDR",1080p@30fps,"13 MP, AF",,,Yes,Yes,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot","4.0, A2DP, EDR","Yes, with A-GPS",FM radio,microUSB 2.0,"Accelerometer, gyro, proximity, compass","Li-Po 2700 mAh, non-removable",,"White/Gold, Black",,,,,,,,,8 MP,,Corning Gorilla Glass,,,,,,,Up to 270 h,Up to 12 h 50 min,,,,,,,0.54 W/kg (head),,,,,,,,,,,,,
allview,Allview W1i,https://fdn2.gsmarena.com/vv/bigpic/allview-w1i.jpg,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 900 / 2100,,HSPA 42.2/5.76 Mbps,"2014, June. Released 2014, June",Discontinued,135.8 x 67.2 x 7.2 mm (5.35 x 2.65 x 0.28 in),98.9 g (3.46 oz),,"Dual SIM (Micro-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","4.7 inches, 60.9 cm2 (~66.7% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~312 ppi density)",Microsoft Windows Phone 8.1,Qualcomm MSM8212 Snapdragon 200 (28 nm),Quad-core 1.2 GHz Cortex-A7,Adreno 302,microSDHC,8GB 1GB RAM,eMMC 4.5,,"LED flash, panorama",720p@30fps,"8 MP, AF",,,Yes,Yes,"Wi-Fi 802.11 b/g/n, hotspot","4.0, A2DP, EDR","Yes, with A-GPS",FM radio,microUSB 2.0,"Accelerometer, proximity, compass","Li-Po 1750 mAh, non-removable",,Black,,,,,,,,,2 MP,,Asahi Dragontrail Glass,,,,,,,Up to 200 h,Up to 7 h 20 min,,,,,,,0.53 W/kg (head),,,,,,,,,,,,,
allview,Allview W1s,https://fdn2.gsmarena.com/vv/bigpic/allview-w1s.jpg,GSM / HSPA,GSM 900 / 1800 - SIM 1 & SIM 2,HSDPA 900 / 2100,,HSPA 42.2/5.76 Mbps,"2014, June. Released 2014, June",Discontinued,144.9 x 72.1 x 8.8 mm (5.70 x 2.84 x 0.35 in),156.2 g (5.50 oz),,"Dual SIM (Mini-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","5.0 inches, 68.9 cm2 (~66.0% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~294 ppi density)",Microsoft Windows Phone 8.1,Qualcomm MSM8212 Snapdragon 200 (28 nm),Quad-core 1.2 GHz Cortex-A7,Adreno 302,microSDHC,8GB 1GB RAM,eMMC 4.5,,"LED flash, panorama",720p@30fps,"8 MP, AF",,,Yes,Yes,"Wi-Fi 802.11 b/g/n, hotspot","4.0, A2DP, EDR","Yes, with A-GPS",FM radio,microUSB 2.0,"Accelerometer, proximity","Li-Ion 2000 mAh, non-removable",,Black,,,,,,,,,2 MP,,Asahi Dragontrail Glass,,,,,,,Up to 200 h,Up to 8 h 20 min,,,,,,,0.44 W/kg (head),,,,,,,,,,,,,
allview,Allview X2 Xtreme,https://fdn2.gsmarena.com/vv/bigpic/allview-x2-extr.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 900 / 1900 / 2100,"1, 7, 33, 38, 39","HSPA 21.1/5.76 Mbps, LTE Cat4 150/50 Mbps","2015, June. Released 2015, August",Discontinued,164 x 82 x 9.6 mm (6.46 x 3.23 x 0.38 in),204.4 g (7.20 oz),,"Dual SIM (Micro-SIM, dual stand-by)","AMOLED capacitive touchscreen, 16M colors","6.0 inches, 99.2 cm2 (~73.8% screen-to-body ratio)","1440 x 2560 pixels, 16:9 ratio (~490 ppi density)",Android 5.1 (Lollipop),Mediatek MT6795 Helio X10 (28 nm),Octa-core 2.0 GHz Cortex-A53,PowerVR G6200,microSDXC,64GB 3GB RAM,eMMC 5.0,,"Dual-LED dual-tone flash, panorama, HDR",4K@30fps,"24 MP, 1/2.3"", PDAF, OIS",,,"Yes, with stereo speakers",Yes,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot","4.0, A2DP, EDR","Yes, with A-GPS","FM radio, recording","microUSB 2.0, USB On-The-Go","Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass","Li-Po 3500 mAh, non-removable",,Gold,,About 490 EUR,,,,,,,"8 MP, AF",,,Yes,,,,,,Up to 350 h (3G),Up to 12 h (3G),,,,,,,,,,,,,,,,,,,,
allview,Allview P6 Life,https://fdn2.gsmarena.com/vv/bigpic/allview-p6-life.jpg,GSM / HSPA,GSM 900 / 1800 / 1900,HSDPA 900 / 2100,,HSPA 21.1/5.76 Mbps,"2014, May. Released 2014, May",Discontinued,145.9 x 73.2 x 8.9 mm (5.74 x 2.88 x 0.35 in),147.3 g (5.19 oz),,Micro-SIM,"IPS LCD capacitive touchscreen, 16M colors","5.0 inches, 68.9 cm2 (~64.5% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~294 ppi density)",Android 4.4.2 (KitKat),,Quad-core 1.3 GHz Cortex-A7,Mali-400,microSDHC (dedicated slot),8GB 1GB RAM,,,"LED flash, panorama, HDR",1080p@30fps,"8 MP, AF",,,Yes,Yes,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot","4.0, A2DP, EDR","Yes, with A-GPS",FM radio,microUSB 2.0,"Accelerometer, proximity, compass","Li-Ion 1750 mAh, removable",,Black,,,,,,,,,2 MP,,,,,,,,,Up to 175 h (2G) / Up to 175 h (3G),Up to 6 h (2G) / Up to 5 h (3G),,,,,,,,,,,,,,,,,,,,
allview,Allview C5 Smiley,https://fdn2.gsmarena.com/vv/bigpic/allview-c5-smiley.jpg,GSM / HSPA,GSM 900 / 1800 / 1900,HSDPA 900 / 2100,,HSPA 21.1/5.76 Mbps,"2014, June. Released 2014, June",Discontinued,125 x 64 x 11 mm (4.92 x 2.52 x 0.43 in),118.5 g (4.20 oz),,Micro-SIM,"TFT capacitive touchscreen, 16M colors","4.0 inches, 45.5 cm2 (~56.9% screen-to-body ratio)","480 x 800 pixels, 5:3 ratio (~233 ppi density)",Android 4.2.2 (Jelly Bean),,Dual-core 1.3 GHz Cortex-A7,Mali-400,microSDHC (dedicated slot),4GB 512MB RAM,,,LED flash,720p@30fps,3.15 MP,,,Yes,Yes,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot","4.0, A2DP, EDR","Yes, with A-GPS",FM radio,microUSB 2.0,"Accelerometer, compass","Li-Ion 1400 mAh, removable",,"Black, White, Pink, Blue, Yellow, Green, Orange",,About 80 EUR,,,,,,,VGA,,,,,,,,,Up to 145 h (2G) / Up to 145 h (3G),Up to 6 h,,,,,,,,,,,,,,,,,,,,
allview,Allview C6 Quad 4G,https://fdn2.gsmarena.com/vv/bigpic/allview-c6-quad-4g.jpg,GSM / HSPA / LTE,GSM 900 / 1800 / 1900,HSDPA 900 / 2100,"3, 7, 20","HSPA 42.2/11.5 Mbps, LTE Cat4 150/50 Mbps","2014, December. Released 2014, December",Discontinued,134.5 x 67.2 x 9.7 mm (5.30 x 2.65 x 0.38 in),150 g (5.29 oz),,Micro-SIM,"IPS LCD capacitive touchscreen, 16M colors","4.5 inches, 55.8 cm2 (~61.7% screen-to-body ratio)","480 x 854 pixels, 16:9 ratio (~218 ppi density)",Android 4.4.2 (KitKat),,Quad-core 1.3 GHz Cortex-A7,Mali-400,microSDHC (dedicated slot),8GB 1GB RAM,,,"LED flash, panorama, HDR",1080p@30fps,"5 MP, AF",,,Yes,Yes,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot","4.0, A2DP, EDR","Yes, with A-GPS",FM radio,microUSB 2.0,"Accelerometer, proximity, compass","Li-Ion 1800 mAh, removable",,"Black, White",,About 140 EUR,,,,,,,VGA,,,,,,,,,Up to 180 h (2G) / Up to 180 h (3G),Up to 7 h 30 min (2G) / Up to 6 h 30 min (3G),,,,,,,,,,,,,,,,,,,,
allview,Allview E2 Living,https://fdn2.gsmarena.com/vv/bigpic/allview-e2-living.jpg,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 900 / 2100,,HSPA 21.1/5.76 Mbps,"2014, May. Released 2014, May",Discontinued,124.6 x 61.9 x 9.5 mm (4.91 x 2.44 x 0.37 in),119.8 g (4.23 oz),,"Dual SIM (Mini-SIM/ Micro-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","4.0 inches, 45.5 cm2 (~59.0% screen-to-body ratio)","480 x 800 pixels, 5:3 ratio (~233 ppi density)",Android 4.4.2 (KitKat),,Dual-core 1.3 GHz Cortex-A7,Mali-400,microSDHC,4GB 512MB RAM,,,"LED flash, panorama, HDR",720p@30fps,3.15 MP,,,Yes,Yes,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot","4.0, A2DP, EDR","Yes, with A-GPS",FM radio,microUSB 2.0,"Accelerometer, proximity","Li-Po 1350 mAh, removable",,Black,,About 90 EUR,,,,,,,VGA,,,,,,,,,Up to 200 h (2G) / Up to 200 h (3G),Up to 7 h,,,,,,,,,,,,,,,,,,,,
allview,Allview Twin X2,https://fdn2.gsmarena.com/vv/bigpic/allview-twin-x2.jpg,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 900 / 2100,,HSPA 21.1/5.76 Mbps,"2014, August. Released 2014, August",Discontinued,140.3 x 70.1 x 8 mm (5.52 x 2.76 x 0.31 in),149.7 g (5.29 oz),,"Dual SIM (Micro-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","5.0 inches, 68.9 cm2 (~70.1% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~294 ppi density)",Android 4.4.2 (KitKat),,Octa-core 1.4 GHz Cortex-A7,Mali-450MP4,microSDHC,8GB 1GB RAM,,,"LED flash, panorama, HDR",1080p@30fps,"8 MP, AF",,,Yes,Yes,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot","4.0, A2DP, EDR","Yes, with A-GPS",FM radio,microUSB 2.0,"Accelerometer, proximity","Li-Po 1920 mAh, non-removable",,Black,,About 230 EUR,,,,,,,2 MP,,Corning Gorilla Glass 3,,,,,,,Up to 192 h (2G) / Up to 192 h (3G),Up to 7 h 40 min (2G) / Up to 6 h 40 min (3G),,,,,,,,,,,,,,,,,,,,
allview,Allview P7 Seon,https://fdn2.gsmarena.com/vv/bigpic/allview-p7-seon.jpg,GSM / HSPA,GSM 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 900 / 2100,,HSPA,"2014, July. Released 2014, July",Discontinued,157 x 77.7 x 8.4 mm (6.18 x 3.06 x 0.33 in),146.4 g (5.15 oz),,"Dual SIM (Micro-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","5.5 inches, 83.4 cm2 (~68.4% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~267 ppi density)",Android 4.4.2 (KitKat),Mediatek MT6591,Hexa-core 1.5 GHz Cortex-A7,Mali-450MP4,microSDHC,8GB 1GB RAM,Yamaha Audio Amplifier,,"LED flash, panorama, HDR",1080p@30fps,"8 MP, AF",,,Yes,Yes,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot","4.0, A2DP, EDR","Yes, with A-GPS",FM radio,microUSB 2.0,"Accelerometer, proximity, compass","Li-Ion 2400 mAh, removable",,Black,,About 230 EUR,,,,,,,2 MP,,,,,,,,,Up to 240 h (2G) / Up to 240 h (3G),Up to 9 h 40 min (2G) / Up to 8 h 40 min (3G),,,,,,,,,,,,,,,,,,,,
allview,Allview X1 Xtreme Mini,https://fdn2.gsmarena.com/vv/bigpic/allview-x1-xtreme-mini.jpg,GSM / HSPA,GSM 900 / 1800 / 1900,HSDPA 900 / 2100,,HSPA,"2014, November. Released 2014, December",Discontinued,137 x 66 x 10.3 mm (5.39 x 2.60 x 0.41 in),139.2 g (4.90 oz),,Micro-SIM,"IPS LCD capacitive touchscreen, 16M colors","4.7 inches, 60.9 cm2 (~67.3% screen-to-body ratio)","1080 x 1920 pixels, 16:9 ratio (~469 ppi density)",Android 4.4.2 (KitKat),Qualcomm MSM8274 Snapdragon,Quad-core 2.15 GHz Krait 400,Adreno 330,No,16GB 2GB RAM,Yamaha Audio Amplifier,,"LED flash, panorama, HDR",1080p@30fps,"16 MP, AF",,,Yes,Yes,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, hotspot","4.0, A2DP, EDR","Yes, with A-GPS",FM radio,microUSB 2.0,"Accelerometer, proximity, compass","Li-Po 2200 mAh, non-removable",,"White, Green",,About 300 EUR,,,,,,,4 MP,,Corning Gorilla Glass 3,,,,,,,Up to 220 h,Up to 11 h,,,,,,,,,,,,,,,,,,,,
allview,Allview X2 Soul Mini,https://fdn2.gsmarena.com/vv/bigpic/allview-x2-soul-mini.jpg,GSM / HSPA,GSM 900 / 1800 / 1900,HSDPA 900 / 2100,,HSPA,"2014, October. Released 2014, October",Discontinued,139.8 x 67.4 x 5.2 mm (5.50 x 2.65 x 0.20 in),97 g (3.42 oz),,Micro-SIM,"AMOLED capacitive touchscreen, 16M colors","4.8 inches, 63.5 cm2 (~67.4% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~306 ppi density)",Android 4.4.2 (KitKat),Mediatek MT6592 (28 nm),Octa-core 1.7 GHz Cortex-A7,Mali-450MP4,No,16GB 1GB RAM,,,"LED flash, panorama, HDR",1080p@30fps,"8 MP, AF",,,Yes,Yes,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot","4.0, A2DP, EDR","Yes, with A-GPS","FM radio, RDS",microUSB 2.0,"Accelerometer, gyro, proximity, compass","Li-Ion 2050 mAh, non-removable",,"Black, White",,About 230 EUR,,,,,,,5 MP,,,,,,,,,Up to 205 h (3G),Up to 11 h (3G),,,,,,,,,,,,,,,,,,,,
allview,Allview Impera M,https://fdn2.gsmarena.com/vv/bigpic/allview-impera-m.jpg,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 900 / 2100,,HSPA 42.2/5.76 Mbps,"2014, October. Released 2014, October",Discontinued,122.5 x 64.4 x 9.9 mm (4.82 x 2.54 x 0.39 in),110 g (3.88 oz),,"Dual SIM (Micro-SIM, dual stand-by)","TFT capacitive touchscreen, 16M colors","4.0 inches, 45.5 cm2 (~57.7% screen-to-body ratio)","480 x 800 pixels, 5:3 ratio (~233 ppi density)",Microsoft Windows Phone 8.1,Qualcomm MSM8212 Snapdragon 200 (28 nm),Quad-core 1.2 GHz Cortex-A7,Adreno 302,microSDHC,4GB 512MB RAM,eMMC 4.5,,LED flash,480p,5 MP,,,Yes,Yes,"Wi-Fi 802.11 b/g/n, hotspot","4.0, A2DP, EDR","Yes, with A-GPS",FM radio,microUSB 2.0,"Accelerometer, proximity","Li-Ion 1420 mAh, removable",,Black,,About 90 EUR,,,,,,,VGA,,,,,,,,,Up to 200 h,Up to 6 h 30 min,,,,,,,,,,,,,,,,,,,,
