Brand,Model Name,Model Image,Technology,2G bands,3G bands,Speed,Announced,Status,Dimensions,Weight,SIM,Type,Size,Resolution,Card slot,Phonebook,Call records,Single,Features,Video,Single_1,Video_1,Loudspeaker,3.5mm jack,WLAN,Bluetooth,GPS,Radio,USB,Sensors,Messaging,Browser,Games,Java,,Type_1,Stand-by,Talk time,Music play,Colors,Price,GPRS,EDGE,_1,Internal,Alert types,_1_1,Protection,Infrared port,SAR EU,OS,CPU,Clock,Alarm,4G bands,Chipset,GPU,Quad,Features_1,Charging,Triple,Models,SAR,128GB 6GB RAM,128GB 8GB RAM,NFC,64GB 6GB RAM,5G bands,32GB 3GB RAM,64GB 4GB RAM,64GB 3GB RAM,Build,Dual,32GB 2GB RAM,Performance,Display,Camera,Loudspeaker_1,Battery life,256GB 12GB RAM,128GB 12GB RAM,RMA161,128GB 4GB RAM,Audio quality,256GB 8GB RAM,16GB 2GB RAM,Keyboard,Languages,8GB 1GB RAM,512GB 12GB RAM,256GB 6GB RAM,Dual_1 
oppo,Oppo A33 (2015),https://fdn2.gsmarena.com/vv/bigpic/oppo-a33.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 900 / 1900 / 2100,"HSPA, LTE","2015, November","Available. Released 2015, November",142.7 x 71.7 x 7.6 mm (5.62 x 2.82 x 0.30 in),146 g (5.15 oz),Dual SIM (Nano-SIM/ Micro-SIM),"IPS LCD capacitive touchscreen, 16M colors","5.0 inches, 68.9 cm2 (~67.4% screen-to-body ratio)","540 x 960 pixels, 16:9 ratio (~220 ppi density)",microSDXC (dedicated slot),,,"8 MP, 1/3.2"", 1.4µm, AF","LED flash, HDR, panorama",1080p@30fps,5 MP,720p@30fps,Yes,Yes,Wi-Fi 802.11 b/g/n,"4.0, A2DP","Yes, with A-GPS",FM radio,"microUSB 2.0, USB On-The-Go","Accelerometer, proximity, compass",,,,,TD-SCDMA,"Li-Po 2400 mAh, non-removable",Up to 250 h (3G),Up to 8 h (3G),,White,About 240 EUR,,,eMMC 4.5,16GB 2GB RAM,,,,,,"Android 5.1 (Lollipop), ColorOS 2.1",Quad-core 1.2 GHz Cortex-A53,,,"1, 3, 38, 39, 40, 41",Qualcomm MSM8916 Snapdragon 410 (28 nm),Adreno 306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oppo,Oppo Neo 7,https://fdn2.gsmarena.com/vv/bigpic/oppo-neo-7.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 900 / 1900 / 2100 - Global,"HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps - 4G modelHSPA 21.1/5.76 Mbps - 3G model","2015, October. Released 2015, October",Discontinued,142.7 x 71.7 x 7.6 mm (5.62 x 2.82 x 0.30 in),141 g (4.97 oz),Dual SIM (Nano-SIM/ Micro-SIM),"IPS LCD capacitive touchscreen, 16M colors","5.0 inches, 68.9 cm2 (~67.4% screen-to-body ratio)","540 x 960 pixels, 16:9 ratio (~220 ppi density)",microSDXC (dedicated slot) - LTE modelmicroSDHC (dedicated slot) - 3G model,,,"8 MP, f/2.0, 1/4.0"", AF","LED flash, HDR, panorama",1080p@30fps,"5 MP, f/2.4",,Yes,Yes,"Wi-Fi 802.11 b/g/n, hotspot","4.0, A2DP","Yes, with A-GPS",FM radio,"microUSB 2.0, USB On-The-Go","Accelerometer, proximity, compass",,,,,HSDPA 2100 - India,"Li-Po 2420 mAh, non-removable",Up to 218 h (3G),Up to 16 h (3G),,"Blue, White",About 140 EUR,,,HSDPA 850 / 900 / 2100 - 3G model,16GB 1GB RAM,,eMMC 4.5,,,,"Android 5.1 (Lollipop), ColorOS 2.1",Quad-core 1.3 GHz Cortex-A7 - 3G modelQuad-core 1.2 GHz Cortex-A53 - 4G model,,,"1, 3, 5, 7, 8, 20, 40 - Global",Mediatek MT6582 - 3G modelQualcomm MSM8916 Snapdragon 410 (28 nm) - 4G model,Mali-400MP2Adreno 306,,,,,"A33f, A33w, A33fw",,,,,,,,,,"Glass front, plastic back, aluminum frame",,,,,,,,,,,,,,,,,,,,
oppo,Oppo R7s,https://fdn2.gsmarena.com/vv/bigpic/oppo-r7s.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,"HSDPA 850 / 900 / 1900 / 2100 - Global, Taiwan, USA","HSPA, LTE Cat4 150/50 Mbps","2015, October","Available. Released 2015, December",151.8 x 75.4 x 7 mm (5.98 x 2.97 x 0.28 in),155 g (5.47 oz),"Hybrid Dual SIM (Nano-SIM/ Micro-SIM, dual stand-by)","AMOLED capacitive touchscreen, 16M colors","5.5 inches, 83.4 cm2 (~72.9% screen-to-body ratio)","1080 x 1920 pixels, 16:9 ratio (~401 ppi density)",microSDXC (uses shared SIM slot),,,"13 MP, f/2.2, PDAF","LED flash, panorama, HDR",1080p@30fps,"8 MP, f/2.4",,Yes,Yes,"Wi-Fi 802.11 a/b/g/n/ac, Wi-Fi Direct, hotspot","4.0, A2DP","Yes, with A-GPS",No,"microUSB 2.0, USB On-The-Go","Accelerometer, proximity, compass",,,,,"1, 3, 5, 7, 8, 28, 38, 39, 40, 41 - Taiwan","Li-Po 3070 mAh, non-removable",,,,Golden,About 260 EUR,,,"1, 2, 4, 7, 17 - USA",32GB 4GB RAM,,eMMC 4.5,Corning Gorilla Glass 3,,,"Android 5.1 (Lollipop), ColorOS 2.1",Octa-core (4x1.5 GHz Cortex-A53 & 4x1.0 GHz Cortex-A53),,,"1, 3, 5, 7, 8, 20, 40 - Global",Qualcomm MSM8939 Snapdragon 615 (28 nm),Adreno 405,,,"Fast charging 20W, 75% in 30 min (advertised) VOOC",,R7sf,,,,,,,,,,,,,Basemark OS II 2.0: 930Basemark X: 5302,"Contrast ratio: Infinite (nominal), 3.964 (sunlight)",Photo / Video,Voice 73dB / Noise 66dB / Ring 71dB,Endurance rating 73h,,,,,Noise -94.5dB / Crosstalk -94.9dB,,,,,,,,
oppo,Oppo R7 lite,https://fdn2.gsmarena.com/vv/bigpic/oppo-r7-new.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,"HSDPA 850 / 900 / 1900 / 2100 - Global, Philippines","HSPA, LTE Cat4 150/50 Mbps","2015, September","Available. Released 2015, October",143 x 71 x 6.3 mm (5.63 x 2.80 x 0.25 in),147 g (5.19 oz),"Hybrid Dual SIM (Nano-SIM/ Micro-SIM, dual stand-by)","AMOLED capacitive touchscreen, 16M colors","5.0 inches, 68.9 cm2 (~67.9% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~294 ppi density)",microSDXC (uses shared SIM slot),,,"13 MP, PDAF","Schneider-Kreuznach optics, LED flash, panorama, HDR",1080p@30fps,8 MP,,Yes,Yes,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot","4.0, A2DP","Yes, with A-GPS, GLONASS",No,"microUSB 2.0, USB On-The-Go","Accelerometer, proximity, compass",,,,,"1, 3, 5, 7, 8, 40 - Philippines","Li-Po 2320 mAh, non-removable",,,,"Golden, Silver",About 250 EUR,,,eMMC 4.5,16GB 2GB RAM,,,Corning Gorilla Glass 3,,,"Android 5.1 (Lollipop), ColorOS 2.1",Octa-core (4x1.5 GHz Cortex-A53 & 4x1.0 GHz Cortex-A53),,,"1, 3, 7, 8, 40 - Global",Qualcomm MSM8939 Snapdragon 615 (28 nm),Adreno 405,,,"Fast charging 20W, 75% in 30 min (advertised) VOOC",,R7kf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oppo,Oppo R5s,https://fdn2.gsmarena.com/vv/bigpic/oppo-r5s.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900,HSDPA 850 / 900 / 1900 / 2100,"HSPA, LTE Cat4 150/50 Mbps","2015, August. Released 2015, August",Discontinued,148.9 x 74.5 x 4.9 mm (5.86 x 2.93 x 0.19 in),155 g (5.47 oz),Micro-SIM,"AMOLED capacitive touchscreen, 16M colors","5.2 inches, 74.5 cm2 (~67.2% screen-to-body ratio)","1080 x 1920 pixels, 16:9 ratio (~424 ppi density)",No,,,"13 MP, AF","LED flash, panorama, HDR","1080p@60fps, 720p@120fps",5 MP,,Yes,No,"Wi-Fi 802.11 a/b/g/n, dual-band, Wi-Fi Direct, hotspot","4.0, A2DP","Yes, with A-GPS, GLONASS",No,"microUSB 2.0, USB On-The-Go","Accelerometer, proximity, compass",,,,,eMMC 4.5,"Li-Po 2000 mAh, non-removable",,,,Gray,About 200 EUR,,,,32GB 3GB RAM,,,Corning Gorilla Glass 3,,,"Android 4.4.4 (KitKat), ColorOS 2",Octa-core (4x1.7 GHz Cortex-A53 & 4x1.0 GHz Cortex-A53),,,"1, 3, 7, 40",Qualcomm MSM8939 Snapdragon 615 (28 nm),Adreno 405,,,"Fast charging 20W, 75% in 30 min (advertised) VOOC",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oppo,Oppo Mirror 5s,https://fdn2.gsmarena.com/vv/bigpic/oppo-mirror-5s.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 900 / 1900 / 2100,"HSPA, LTE Cat4 150/50 Mbps","2015, July. Released 2015, August",Discontinued,143.4 x 71.2 x 7.7 mm (5.65 x 2.80 x 0.30 in),160 g (5.64 oz),"Dual SIM (Nano-SIM/ Micro-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","5.0 inches, 68.9 cm2 (~67.5% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~294 ppi density)",microSDXC (dedicated slot),,,"8 MP, AF","LED flash, HDR, panorama",1080p@30fps,5 MP,,Yes,Yes,"Wi-Fi 802.11 b/g/n, hotspot","4.0, A2DP","Yes, with A-GPS",FM radio,"microUSB 2.0, USB On-The-Go","Accelerometer, proximity, compass",,,,,eMMC 4.5,"Li-Po 2420 mAh, non-removable",,,,White,,,,,16GB 2GB RAM,,,,Yes,,"Android 5.1 (Lollipop), ColorOS 2.1",Quad-core 1.2 GHz Cortex-A53,,,LTE 700 / 850 / 900 / 1800 / 2100 / 2600 TD-LTE 2300,Qualcomm MSM8916 Snapdragon 410 (28 nm),Adreno 306,,,,,A51f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oppo,Oppo Mirror 5,https://fdn2.gsmarena.com/vv/bigpic/oppo-mirror-5s.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 900 / 2100 -  3G model; International model,"HSPA, LTE Cat4 150/50 Mbps","2015, July. Released 2015, August",Discontinued,143.4 x 71.2 x 7.7 mm (5.65 x 2.80 x 0.30 in),160 g (5.64 oz),"Dual SIM (Nano-SIM/ Micro-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","5.0 inches, 68.9 cm2 (~67.5% screen-to-body ratio)","540 x 960 pixels, 16:9 ratio (~220 ppi density)",microSDXC (dedicated slot),,,"8 MP, AF","LED flash, HDR, panorama",1080p@30fps,5 MP,720p,Yes,Yes,"Wi-Fi 802.11 b/g/n, hotspot","4.0, A2DP","Yes, with A-GPS",FM radio,"microUSB 2.0, USB On-The-Go","Accelerometer, proximity, compass",,,,,HSDPA 850 / 900 / 1900 / 2100 - US model,"Li-Po 2420 mAh, non-removable",,,,"White, Blue",About 220 EUR,,,LTE 700 / 1700 / 2100 / 2600 - US model,16GB 2GB RAM,,eMMC 4.5,,Yes,,"Android 5.1 (Lollipop), ColorOS 2.1",Quad-core 1.2 GHz Cortex-A53,,,LTE 800 / 850 / 900 / 1800 / 2100 / 2600 TD-LTE 2300 - International model,Qualcomm MSM8916 Snapdragon 410 (28 nm),Adreno 306,,,,,A51w,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oppo,Oppo Joy 3,https://fdn2.gsmarena.com/vv/bigpic/oppo-joy3.jpg,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 900 / 2100,HSPA,"2015, June. Released 2015, August",Discontinued,132.8 x 66.6 x 9 mm (5.23 x 2.62 x 0.35 in),135 g (4.76 oz),"Dual SIM (Micro-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","4.5 inches, 55.8 cm2 (~63.1% screen-to-body ratio)","480 x 854 pixels, 16:9 ratio (~218 ppi density)",microSDHC (dedicated slot),,,"5 MP, AF","LED flash, HDR, panorama",720p,2 MP,,Yes,Yes,"Wi-Fi 802.11 b/g/n, hotspot","4.0, A2DP, EDR","Yes, with A-GPS",FM radio,"microUSB 2.0, USB On-The-Go","Accelerometer, proximity",,,,,,"Li-Po 2000 mAh, removable",,,,"White, Gray",About 130 EUR,,,,4GB 1GB RAM,,,,,,"Android 4.4 (KitKat), ColorOS 2",Quad-core 1.3 GHz Cortex-A7,,,,Mediatek MT6582 (28 nm),Mali-400MP2,,,,,A11w,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oppo,Oppo R7 Plus,https://fdn2.gsmarena.com/vv/bigpic/oppo-r7-plus.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,"HSDPA 850 / 900 / 1900 / 2100 - Global, Taiwan","HSPA, LTE Cat4 150/50 Mbps","2015, May","Available. Released 2015, May",158 x 82 x 7.8 mm (6.22 x 3.23 x 0.31 in),192 g (6.77 oz),"Hybrid Dual SIM (Nano-SIM/ Micro-SIM, dual stand-by)","AMOLED capacitive touchscreen, 16M colors","6.0 inches, 99.2 cm2 (~76.6% screen-to-body ratio)","1080 x 1920 pixels, 16:9 ratio (~367 ppi density)",microSDXC (uses shared SIM slot),,,"13 MP, f/2.2, 1/3.1"", 1.12µm, Laser AF","Schneider-Kreuznach optics, dual-LED flash, panorama, HDR","1080p@60fps, 720p@120fps","8 MP, f/2.4",,Yes,Yes,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot","4.0, LE","Yes, with A-GPS, GLONASS",No,"microUSB 2.0, USB On-The-Go","Fingerprint (rear-mounted), accelerometer, proximity, compass",,,,,HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100 - USA,"Li-Po 4100 mAh, non-removable",,,,"Golden, Silver",About 430 EUR,,,"1, 3, 5, 7, 8, 28, 40 - Taiwan","32GB 3GB RAM, 64GB 4GB RAM",,eMMC 4.5,Corning Gorilla Glass 3,,,"Android 5.1.1 (Lollipop), ColorOS 2.1",Octa-core (4x1.5 GHz Cortex-A53 & 4x1.0 GHz Cortex-A53),,,"1, 3, 5, 7, 8, 40 - Global",Qualcomm MSM8939 Snapdragon 615 (28 nm),Adreno 405,,,"Fast charging 20W, 75% in 30 min (advertised) VOOC",,R7plusf,,,,,,,,,,,,,Basemark OS II 2.0: 968Basemark X: 5349,"Contrast ratio: Infinite (nominal), 3.499 (sunlight)",Photo / Video,Voice 73dB / Noise 72dB / Ring 79dB,Endurance rating 94h,,,,,Noise -94.3dB / Crosstalk -94.9dB,,,,,,,,
oppo,Oppo R7,https://fdn2.gsmarena.com/vv/bigpic/oppo-r7-new.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,"HSDPA 850 / 900 / 1900 / 2100 - Global, Taiwan","HSPA, LTE Cat4 150/50 Mbps","2015, May","Available. Released 2015, May",143 x 71 x 6.3 mm (5.63 x 2.80 x 0.25 in),147 g (5.19 oz),"Hybrid Dual SIM (Nano-SIM/ Micro-SIM, dual stand-by)","AMOLED capacitive touchscreen, 16M colors","5.0 inches, 67.7 cm2 (~66.7% screen-to-body ratio)","1080 x 1920 pixels, 16:9 ratio (~445 ppi density)",microSDXC (uses shared SIM slot),,,"13 MP, f/2.2, PDAF","LED flash, panorama, HDR, Schneider-Kreuznach optics",1080p@30fps,"8 MP, f/2.4",,Yes,Yes,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot","4.0, A2DP","Yes, with A-GPS, GLONASS",No,"microUSB 2.0, USB On-The-Go","Accelerometer, proximity, compass",,,,,HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100 - USA,"Li-Po 2320 mAh, non-removable",,,,"Golden, Silver",About 360 EUR,,,"1, 3, 5, 7, 8, 28, 40 - Taiwan",16GB 3GB RAM,,eMMC 4.5,Corning Gorilla Glass 3,,,"Android 4.4.2 (KitKat), ColorOS 2.1",Octa-core (4x1.5 GHz Cortex-A53 & 4x1.0 GHz Cortex-A53),,,"1, 3, 7, 8, 40 - Global",Qualcomm MSM8939 Snapdragon 615 (28 nm),Adreno 405,,,"Fast charging 20W, 75% in 30 min (advertised) VOOC",,R7f,,,,,,,,,,,,,Basemark OS II 2.0: 757Basemark X: 5382,"Contrast ratio: Infinite (nominal), 3.320 (sunlight)",Photo / Video,Voice 65dB / Noise 66dB / Ring 73dB,Endurance rating 63h,,,,,Noise -93.2dB / Crosstalk -94.1dB,,,,,,,,
oppo,Oppo Neo 5 (2015),https://fdn2.gsmarena.com/vv/bigpic/oppo-neo-5s.jpg,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,"HSDPA 2100 - Vietnam, India, Indonesia, Bangladesh, Morocco, AlgeriaIran",HSPA,"2015, June. Released 2015, August",Discontinued,131.9 x 65.5 x 8 mm (5.19 x 2.58 x 0.31 in),135 g (4.76 oz),Dual SIM (Nano-SIM/ Micro-SIM),"IPS LCD capacitive touchscreen, 16M colors","4.5 inches, 55.8 cm2 (~64.6% screen-to-body ratio)","480 x 854 pixels, 16:9 ratio (~218 ppi density)",microSDHC (dedicated slot),,,"8 MP, f/2.0, AF","LED flash, HDR, panorama",720p@30fps,2 MP,,Yes,Yes,"Wi-Fi 802.11 b/g/n, hotspot","4.0, A2DP","Yes, with A-GPS",FM radio,"microUSB 2.0, USB On-The-Go","Accelerometer, proximity, compass",,,,,HSDPA 850 / 900 / 2100 - Other regions,"Li-Po 2000 mAh, non-removable",,,,"Blue, White",About 70 EUR,,,,"8GB 1GB RAM, 16GB 1GB RAM",,,,,,"Android 4.4.2 (KitKat), ColorOS 2",Quad-core 1.3 GHz Cortex-A7,,,,Mediatek MT6582 (28 nm),Mali-400MP2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oppo,Oppo Neo 5s,https://fdn2.gsmarena.com/vv/bigpic/oppo-neo-5s.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 900 / 1900 / 2100 - SIM 1 & SIM 2,"HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps","2015, May. Released 2015, May",Discontinued,131.9 x 65.5 x 8 mm (5.19 x 2.58 x 0.31 in),135 g (4.76 oz),Dual SIM (Nano-SIM/ Micro-SIM),"IPS LCD capacitive touchscreen, 16M colors","4.5 inches, 55.8 cm2 (~64.6% screen-to-body ratio)","480 x 854 pixels, 16:9 ratio (~218 ppi density)",microSDXC (dedicated slot),,,"8 MP, AF","LED flash, HDR, panorama",720p@30fps,2 MP,,Yes,Yes,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot","4.0, A2DP, EDR","Yes, with A-GPS",FM radio,"microUSB 2.0, USB On-The-Go","Accelerometer, proximity, compass",,,,,"1, 4, 7 - for Mexico","Li-Po 2000 mAh, non-removable",,,,"Blue, White",About 160 EUR,,,eMMC 4.5,8GB 1GB RAM,,,,,,"Android 4.4.2 (KitKat), , ColorOS 2",Quad-core 1.2 GHz Cortex-A53,,,"1, 3, 7 - SIM 1 & SIM 2",Qualcomm MSM8916 Snapdragon 410 (28 nm),Adreno 306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oppo,Oppo Joy Plus,https://fdn2.gsmarena.com/vv/bigpic/oppo-joy-plus.jpg,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 900 / 2100,HSPA,"2015, April. Released 2015, May",Discontinued,124 x 63 x 9.9 mm (4.88 x 2.48 x 0.39 in),125 g (4.41 oz),Dual SIM (Mini-SIM/ Micro-SIM),"IPS LCD capacitive touchscreen, 16M colors","4.0 inches, 45.5 cm2 (~58.3% screen-to-body ratio)","480 x 800 pixels, 5:3 ratio (~233 ppi density)",microSDHC (dedicated slot),,,3.15 MP,LED flash,720p,VGA,,Yes,Yes,"Wi-Fi 802.11 b/g/n, DLNA, hotspot","4.0, A2DP, EDR","Yes, with A-GPS",FM radio,microUSB 2.0,"Accelerometer, proximity",,,,,,"Li-Ion 1700 mAh, removable",,,,"White, Blue",About 100 EUR,,,,4GB 1GB RAM,,,,,,"Android 4.4 (KitKat), ColorOS 2",Dual-core 1.3 GHz Cortex-A7,,,,Mediatek MT6572 (28 nm),Mali-400,,,,,R1011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oppo,Oppo Mirror 3,https://fdn2.gsmarena.com/vv/bigpic/oppo-mirror-3.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 900 / 1900 / 2100 - Global model,"HSPA, LTE Cat4 150/50 Mbps","2015, January. Released 2015, January",Discontinued,137.7 x 68.8 x 8.9 mm (5.42 x 2.71 x 0.35 in),130 g (4.59 oz),"Dual SIM (Micro-SIM/Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","4.7 inches, 60.9 cm2 (~64.3% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~312 ppi density)",microSDXC (dedicated slot),,,"8 MP, 1/3.2"", 1.4µm, AF","LED flash, HDR, panorama",1080p@30fps,5 MP,,Yes,Yes,"Wi-Fi 802.11 b/g/n, hotspot","4.0, A2DP","Yes, with A-GPS",FM radio,"microUSB 2.0, USB On-The-Go","Accelerometer, proximity, compass",,,,,eMMC 4.5,"Li-Po 2000 mAh, removable",,,,"White, Blue",About 270 EUR,,,,8GB 1GB RAM,,,Corning Gorilla Glass 3,,,Android 4.4 (KitKat),Quad-core 1.2 GHz Cortex-A53,,,"1, 3, 4, 7 - Global model",Qualcomm MSM8916 Snapdragon 410 (28 nm),Adreno 306,,,"Fast charging 20W, 100% in 90 min (advertised) VOOC",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oppo,Oppo A31 (2015),https://fdn2.gsmarena.com/vv/bigpic/oppo-a31.jpg,GSM / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,TD-SCDMA,"TD-SCDMA, LTE Cat4 150/50 Mbps","2015, April. Released 2015, April 17",Discontinued,131.9 x 65.5 x 8 mm (5.19 x 2.58 x 0.31 in),135 g (4.76 oz),"Dual SIM (Nano-SIM/ Micro-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","4.5 inches, 55.8 cm2 (~64.6% screen-to-body ratio)","480 x 854 pixels, 16:9 ratio (~218 ppi density)",microSDXC (dedicated slot),,,"8 MP, AF",LED flash,1080p@30fps,5 MP,,Yes,Yes,Wi-Fi 802.11 b/g/n,"4.0, A2DP","Yes, with A-GPS",No,microUSB 2.0,"Accelerometer, proximity",,,,,eMMC 4.5,"Li-Ion 2000 mAh, non-removable",Up to 240 h,Up to 7 h,,"White, Blue",About 150 EUR,Yes,Yes,,8GB 1GB RAM,,,,,,Android 4.4 (KitKat),Quad-core 1.2 GHz Cortex-A53,,,"38, 39, 40, 41",Qualcomm MSM8916 Snapdragon 410 (28 nm),Adreno 306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oppo,Oppo R1x,https://fdn2.gsmarena.com/vv/bigpic/oppo-r1c-new.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 900 / 1700 / 1900 / 2100,"HSPA, LTE","2015, January. Released 2015, January",Discontinued,140.6 x 70.1 x 6.8 mm (5.54 x 2.76 x 0.27 in),130 g (4.59 oz),"Hybrid Dual SIM (Micro-SIM/Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","5.0 inches, 68.9 cm2 (~69.9% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~294 ppi density)",microSDXC (uses shared SIM slot),,,"13 MP, AF","LED flash, HDR, panorama",1080p@30fps,5 MP,,Yes,Yes,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot","4.0, A2DP, EDR","Yes, with A-GPS, GLONASS",FM radio,"microUSB 2.0, USB On-The-Go","Accelerometer, proximity, compass",,,,,eMMC 4.5,"Li-Po 2420 mAh, non-removable",Up to 250 h,Up to 8 h,,"Dark blue, White",About 340 EUR,,,,16GB 2GB RAM,,,,,,"Android 4.4 (KitKat), ColorOS 2",Octa-core (4x1.7 GHz Cortex-A53 & 4x1.0 GHz Cortex-A53),,,"1, 3, 7",Qualcomm MSM8939 Snapdragon 615 (28 nm),Adreno 405,,,,,R8206,,,,,,,,,,,,,Basemark OS II 2.0: 753Basemark X: 4018,"Contrast ratio: 836 (nominal), 2.281 (sunlight)",Photo / Video,Voice 66dB / Noise 66dB / Ring 69dB,Endurance rating 56h,,,,,Noise -93.5dB / Crosstalk -94.7dB,,,,,,,,
oppo,Oppo U3,https://fdn2.gsmarena.com/vv/bigpic/oppo-u3-new.jpg,GSM / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,TD-SCDMA,"HSPA, LTE","2015, January. Released 2015, April",Discontinued,156.8 x 81 x 8 mm (6.17 x 3.19 x 0.31 in),195 g (6.88 oz),"Dual SIM (Nano-SIM/ Micro-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","5.9 inches, 93.9 cm2 (~74.0% screen-to-body ratio)","1080 x 1920 pixels, 16:9 ratio (~377 ppi density)",microSDHC (dedicated slot),,,"13 MP, AF","LED flash, HDR, panorama",1080p@30fps,5 MP,1080p@30fps,Yes,Yes,"Wi-Fi 802.11 a/b/g/n, dual-band, hotspot","4.0, A2DP","Yes, with A-GPS",No,microUSB 2.0,"Accelerometer, proximity, compass",,,,,,"Li-Ion 3000 mAh, non-removable",Up to 400 h (3G),Up to 10 h (3G),,"White, Black",,Yes,Yes,,16GB 2GB RAM,,,,,,"Android 4.4.4 (KitKat), ColorOS 2",Octa-core 1.7 GHz Cortex-A53,,,"38, 39, 40, 41",Mediatek MT6752 (28 nm),Mali-T760MP2,,LED flash,"Fast charging 20W, 75% in 30 min (advertised) VOOC",,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,
